Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
ALB,0 days 00:01:46.651672413,3.0,2,0 days 00:01:50.448000,4.0,0,2020,Turkish Grand Prix
BOT,0 days 00:01:48.623280701,3.0,2,0 days 00:01:53.258000,9.0,0,2020,Turkish Grand Prix
GAS,0 days 00:01:47.958122807,3.0,2,0 days 00:01:58.556000,19.0,0,2020,Turkish Grand Prix
GIO,0 days 00:02:01.195727272,2.0,1,0 days 00:01:53.431000,10.0,0,2020,Turkish Grand Prix
GRO,0 days 00:01:51.803734693,3.0,3,0 days 00:02:12.909000,17.0,0,2020,Turkish Grand Prix
HAM,0 days 00:01:45.850224137,2.0,1,0 days 00:01:52.560000,6.0,1,2020,Turkish Grand Prix
KVY,0 days 00:01:47.933368421,2.0,1,0 days 00:02:09.070000,16.0,0,2020,Turkish Grand Prix
LAT,0 days 00:01:56.404384615,3.0,3,0 days 00:02:21.611000,0.0,0,2020,Turkish Grand Prix
LEC,0 days 00:01:46.433982758,3.0,2,0 days 00:01:56.696000,12.0,0,2020,Turkish Grand Prix
MAG,0 days 00:01:48.314981481,3.0,3,0 days 00:02:08.007000,13.0,0,2020,Turkish Grand Prix
NOR,0 days 00:01:46.906413793,3.0,2,0 days 00:01:54.945000,14.0,0,2020,Turkish Grand Prix
OCO,0 days 00:01:47.776350877,3.0,2,0 days 00:01:52.622000,7.0,0,2020,Turkish Grand Prix
PER,0 days 00:01:46.395620689,2.0,1,0 days 00:01:49.321000,3.0,0,2020,Turkish Grand Prix
RAI,0 days 00:01:49.152070175,4.0,3,0 days 00:01:52.745000,8.0,0,2020,Turkish Grand Prix
RIC,0 days 00:01:47.496086206,3.0,2,0 days 00:01:51.595000,5.0,0,2020,Turkish Grand Prix
RUS,0 days 00:01:49.432368421,3.0,2,0 days 00:02:10.017000,0.0,0,2020,Turkish Grand Prix
SAI,0 days 00:01:46.442689655,3.0,2,0 days 00:01:55.410000,15.0,0,2020,Turkish Grand Prix
STR,0 days 00:01:47.097689655,3.0,2,0 days 00:01:47.765000,1.0,0,2020,Turkish Grand Prix
VER,0 days 00:01:46.623896551,4.0,3,0 days 00:01:48.055000,2.0,0,2020,Turkish Grand Prix
VET,0 days 00:01:46.401258620,3.0,2,0 days 00:01:55.169000,11.0,0,2020,Turkish Grand Prix
