Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
ALB,0 days 00:01:50.254460,2.0,1,0 days 00:01:42.840000,9.0,0,2024,Azerbaijan Grand Prix
ALO,0 days 00:01:50.223980,2.0,1,0 days 00:01:42.369000,7.0,0,2024,Azerbaijan Grand Prix
BEA,0 days 00:01:50.357700,2.0,1,0 days 00:01:42.968000,10.0,0,2024,Azerbaijan Grand Prix
BOT,0 days 00:01:51.245938775,2.0,1,0 days 00:01:43.618000,16.0,0,2024,Azerbaijan Grand Prix
COL,0 days 00:01:50.290740,2.0,1,0 days 00:01:42.473000,8.0,0,2024,Azerbaijan Grand Prix
GAS,0 days 00:01:50.614320,2.0,1,0 days 00:01:43.088000,18.0,0,2024,Azerbaijan Grand Prix
HAM,0 days 00:01:50.332620,2.0,1,0 days 00:01:42.289000,19.0,0,2024,Azerbaijan Grand Prix
HUL,0 days 00:01:50.392660,2.0,1,0 days 00:01:43.101000,12.0,0,2024,Azerbaijan Grand Prix
LEC,0 days 00:01:48.677840,2.0,1,0 days 00:01:41.365000,1.0,0,2024,Azerbaijan Grand Prix
NOR,0 days 00:01:49.239420,2.0,1,0 days 00:01:43.609000,15.0,0,2024,Azerbaijan Grand Prix
OCO,0 days 00:01:50.882448979,2.0,1,0 days 00:01:44.504000,20.0,0,2024,Azerbaijan Grand Prix
PER,0 days 00:01:48.595877551,2.0,1,0 days 00:01:41.813000,4.0,0,2024,Azerbaijan Grand Prix
PIA,0 days 00:01:48.493460,2.0,1,0 days 00:01:41.686000,2.0,1,2024,Azerbaijan Grand Prix
RIC,0 days 00:01:50.269224489,2.0,1,0 days 00:01:43.547000,14.0,0,2024,Azerbaijan Grand Prix
RUS,0 days 00:01:49.127900,2.0,1,0 days 00:01:41.874000,5.0,0,2024,Azerbaijan Grand Prix
SAI,0 days 00:01:48.607510204,2.0,1,0 days 00:01:41.805000,3.0,0,2024,Azerbaijan Grand Prix
STR,0 days 00:01:51.135111111,3.0,3,0 days 00:01:43.370000,13.0,0,2024,Azerbaijan Grand Prix
TSU,0 days 00:01:55.903642857,2.0,2,0 days 00:01:43.035000,11.0,0,2024,Azerbaijan Grand Prix
VER,0 days 00:01:49.063102040,3.0,2,0 days 00:01:42.023000,6.0,0,2024,Azerbaijan Grand Prix
ZHO,0 days 00:01:50.671040816,2.0,1,0 days 00:01:44.246000,17.0,0,2024,Azerbaijan Grand Prix
