Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
ALB,0 days 00:01:31.307754385,2.0,1,0 days 00:01:23.821000,18.0,0,2024,Abu Dhabi Grand Prix
ALO,0 days 00:01:30.959724137,3.0,2,0 days 00:01:23.196000,8.0,0,2024,Abu Dhabi Grand Prix
BOT,0 days 00:01:34.909333333,2.0,2,0 days 00:01:23.204000,9.0,0,2024,Abu Dhabi Grand Prix
COL,0 days 00:01:35.016538461,2.0,2,0 days 00:01:23.912000,20.0,0,2024,Abu Dhabi Grand Prix
DOO,0 days 00:01:31.576245614,2.0,1,0 days 00:01:24.105000,17.0,0,2024,Abu Dhabi Grand Prix
GAS,0 days 00:01:30.790534482,2.0,1,0 days 00:01:22.984000,5.0,0,2024,Abu Dhabi Grand Prix
HAM,0 days 00:01:30.168517241,2.0,1,0 days 00:01:23.887000,16.0,0,2024,Abu Dhabi Grand Prix
HUL,0 days 00:01:30.842155172,2.0,1,0 days 00:01:22.886000,7.0,0,2024,Abu Dhabi Grand Prix
LAW,0 days 00:01:32.308163636,4.0,3,0 days 00:01:23.472000,12.0,0,2024,Abu Dhabi Grand Prix
LEC,0 days 00:01:30.089982758,2.0,1,0 days 00:01:22.980000,19.0,0,2024,Abu Dhabi Grand Prix
MAG,0 days 00:01:32.471719298,5.0,4,0 days 00:01:23.632000,14.0,0,2024,Abu Dhabi Grand Prix
NOR,0 days 00:01:29.539500,2.0,1,0 days 00:01:22.595000,1.0,1,2024,Abu Dhabi Grand Prix
PIA,0 days 00:01:30.984689655,3.0,2,0 days 00:01:22.804000,2.0,0,2024,Abu Dhabi Grand Prix
RUS,0 days 00:01:30.186706896,2.0,1,0 days 00:01:23.132000,6.0,0,2024,Abu Dhabi Grand Prix
SAI,0 days 00:01:29.640051724,2.0,1,0 days 00:01:22.824000,3.0,0,2024,Abu Dhabi Grand Prix
STR,0 days 00:01:31.346736842,3.0,2,0 days 00:01:23.729000,13.0,0,2024,Abu Dhabi Grand Prix
TSU,0 days 00:01:31.368929824,2.0,1,0 days 00:01:23.419000,11.0,0,2024,Abu Dhabi Grand Prix
VER,0 days 00:01:30.398931034,2.0,1,0 days 00:01:22.945000,4.0,0,2024,Abu Dhabi Grand Prix
ZHO,0 days 00:01:31.413947368,3.0,2,0 days 00:01:23.880000,15.0,0,2024,Abu Dhabi Grand Prix
