Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
ALB,0 days 00:01:26.452476923,3.0,2,0 days 00:01:17.445000,11.0,0,2019,Spanish Grand Prix
BOT,0 days 00:01:27.189651515,3.0,2,0 days 00:01:15.406000,1.0,0,2019,Spanish Grand Prix
GAS,0 days 00:01:27.424530303,3.0,2,0 days 00:01:16.708000,6.0,0,2019,Spanish Grand Prix
GIO,0 days 00:01:27.850515151,3.0,2,0 days 00:01:18.664000,18.0,0,2019,Spanish Grand Prix
GRO,0 days 00:01:27.652787878,3.0,2,0 days 00:01:16.911000,7.0,0,2019,Spanish Grand Prix
HAM,0 days 00:01:26.071384615,3.0,2,0 days 00:01:16.038000,2.0,1,2019,Spanish Grand Prix
HUL,0 days 00:01:27.722484848,2.0,1,0 days 00:01:18.404000,0.0,0,2019,Spanish Grand Prix
KUB,0 days 00:01:29.500215384,3.0,2,0 days 00:01:20.254000,17.0,0,2019,Spanish Grand Prix
KVY,0 days 00:01:27.628772727,3.0,2,0 days 00:01:17.243000,9.0,0,2019,Spanish Grand Prix
LEC,0 days 00:01:27.330363636,3.0,2,0 days 00:01:16.588000,5.0,0,2019,Spanish Grand Prix
MAG,0 days 00:01:27.554575757,3.0,2,0 days 00:01:16.922000,8.0,0,2019,Spanish Grand Prix
NOR,0 days 00:01:25.047613636,2.0,1,0 days 00:01:17.338000,10.0,0,2019,Spanish Grand Prix
PER,0 days 00:01:27.838181818,3.0,2,0 days 00:01:17.886000,15.0,0,2019,Spanish Grand Prix
RAI,0 days 00:01:27.761303030,3.0,2,0 days 00:01:17.788000,14.0,0,2019,Spanish Grand Prix
RIC,0 days 00:01:27.684863636,3.0,2,0 days 00:01:17.299000,13.0,0,2019,Spanish Grand Prix
RUS,0 days 00:01:29.388123076,3.0,2,0 days 00:01:19.072000,19.0,0,2019,Spanish Grand Prix
SAI,0 days 00:01:27.617954545,3.0,2,0 days 00:01:17.599000,12.0,0,2019,Spanish Grand Prix
STR,0 days 00:01:25.034318181,2.0,1,0 days 00:01:18.471000,16.0,0,2019,Spanish Grand Prix
VER,0 days 00:01:27.244272727,3.0,2,0 days 00:01:16.357000,4.0,0,2019,Spanish Grand Prix
VET,0 days 00:01:27.266818181,3.0,2,0 days 00:01:16.272000,3.0,0,2019,Spanish Grand Prix
