Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
ALB,0 days 00:01:19.430559322,2.0,2,0 days 00:01:12.020000,13.0,0,2019,Canadian Grand Prix
BOT,0 days 00:01:17.116100,3.0,2,0 days 00:01:11.095000,6.0,0,2019,Canadian Grand Prix
GAS,0 days 00:01:17.690217391,2.0,1,0 days 00:01:11.079000,5.0,0,2019,Canadian Grand Prix
GIO,0 days 00:01:18.477797101,2.0,1,0 days 00:01:12.122000,12.0,0,2019,Canadian Grand Prix
GRO,0 days 00:01:18.501985507,2.0,1,0 days 00:01:12.109000,14.0,0,2019,Canadian Grand Prix
HAM,0 days 00:01:16.386914285,2.0,1,0 days 00:01:10.446000,2.0,1,2019,Canadian Grand Prix
HUL,0 days 00:01:17.544333333,2.0,1,0 days 00:01:11.324000,7.0,0,2019,Canadian Grand Prix
KUB,0 days 00:01:20.241044776,3.0,2,0 days 00:01:14.393000,19.0,0,2019,Canadian Grand Prix
KVY,0 days 00:01:17.994188405,2.0,1,0 days 00:01:11.921000,10.0,0,2019,Canadian Grand Prix
LEC,0 days 00:01:16.454000,2.0,1,0 days 00:01:10.920000,3.0,0,2019,Canadian Grand Prix
MAG,0 days 00:01:19.534794117,2.0,1,0 days 00:01:11.786000,0.0,0,2019,Canadian Grand Prix
NOR,0 days 00:01:20.775625,1.0,0,0 days 00:01:11.735000,8.0,0,2019,Canadian Grand Prix
PER,0 days 00:01:18.144913043,2.0,1,0 days 00:01:12.197000,15.0,0,2019,Canadian Grand Prix
RAI,0 days 00:01:18.510101449,3.0,2,0 days 00:01:12.230000,16.0,0,2019,Canadian Grand Prix
RIC,0 days 00:01:17.538507246,2.0,1,0 days 00:01:11.071000,4.0,0,2019,Canadian Grand Prix
RUS,0 days 00:01:19.408705882,2.0,1,0 days 00:01:13.617000,18.0,0,2019,Canadian Grand Prix
SAI,0 days 00:01:18.025608695,2.0,1,0 days 00:01:11.572000,11.0,0,2019,Canadian Grand Prix
STR,0 days 00:01:17.958130434,2.0,1,0 days 00:01:12.266000,17.0,0,2019,Canadian Grand Prix
VER,0 days 00:01:17.210557142,2.0,1,0 days 00:01:11.619000,9.0,0,2019,Canadian Grand Prix
VET,0 days 00:01:16.367742857,2.0,1,0 days 00:01:10.240000,1.0,0,2019,Canadian Grand Prix
