Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
ALO,0 days 00:01:32.930131147,4.0,3,0 days 00:01:15.593000,15.0,0,2021,Emilia Romagna Grand Prix
BOT,0 days 00:01:41.964833333,2.0,1,0 days 00:01:14.672000,8.0,0,2021,Emilia Romagna Grand Prix
GAS,0 days 00:01:33.361672131,5.0,4,0 days 00:01:14.790000,5.0,0,2021,Emilia Romagna Grand Prix
GIO,0 days 00:01:33.420333333,5.0,4,0 days 00:01:16.122000,17.0,0,2021,Emilia Romagna Grand Prix
HAM,0 days 00:01:29.361186440,5.0,4,0 days 00:01:14.411000,1.0,0,2021,Emilia Romagna Grand Prix
LEC,0 days 00:01:30.710951612,3.0,2,0 days 00:01:14.740000,4.0,0,2021,Emilia Romagna Grand Prix
MAZ,0 days 00:01:36.981616666,5.0,4,0 days 00:01:16.797000,19.0,0,2021,Emilia Romagna Grand Prix
MSC,0 days 00:01:34.376898305,5.0,4,0 days 00:01:16.279000,18.0,0,2021,Emilia Romagna Grand Prix
NOR,0 days 00:01:31.265693548,3.0,2,0 days 00:01:14.454000,7.0,0,2021,Emilia Romagna Grand Prix
OCO,0 days 00:01:32.042600,6.0,5,0 days 00:01:15.117000,9.0,0,2021,Emilia Romagna Grand Prix
PER,0 days 00:01:32.041983870,3.0,2,0 days 00:01:14.446000,2.0,0,2021,Emilia Romagna Grand Prix
RAI,0 days 00:01:32.580032786,4.0,3,0 days 00:01:15.974000,16.0,0,2021,Emilia Romagna Grand Prix
RIC,0 days 00:01:32.006919354,3.0,2,0 days 00:01:14.826000,6.0,0,2021,Emilia Romagna Grand Prix
RUS,0 days 00:01:41.981566666,2.0,1,0 days 00:01:15.261000,12.0,0,2021,Emilia Romagna Grand Prix
SAI,0 days 00:01:31.446516129,3.0,2,0 days 00:01:15.199000,11.0,0,2021,Emilia Romagna Grand Prix
STR,0 days 00:01:32.338524590,4.0,3,0 days 00:01:15.138000,10.0,0,2021,Emilia Romagna Grand Prix
VER,0 days 00:01:30.029967741,3.0,2,0 days 00:01:14.498000,3.0,1,2021,Emilia Romagna Grand Prix
VET,0 days 00:01:34.400610169,6.0,6,0 days 00:01:15.394000,0.0,0,2021,Emilia Romagna Grand Prix
