Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
ALO,0 days 00:01:33.456719298,2.0,1.0,0 days 00:01:23.460000,11.0,0,2021,Abu Dhabi Grand Prix
BOT,0 days 00:01:33.531172413,2.0,1.0,0 days 00:01:23.036000,6.0,0,2021,Abu Dhabi Grand Prix
GAS,0 days 00:01:33.515103448,3.0,2.0,0 days 00:01:23.489000,12.0,0,2021,Abu Dhabi Grand Prix
GIO,0 days 00:01:31.524181818,2.0,1.0,0 days 00:01:24.118000,14.0,0,2021,Abu Dhabi Grand Prix
HAM,0 days 00:01:32.412596491,2.0,1.0,0 days 00:01:22.480000,2.0,0,2021,Abu Dhabi Grand Prix
LAT,0 days 00:01:32.309820,2.0,1.0,0 days 00:01:24.338000,16.0,0,2021,Abu Dhabi Grand Prix
LEC,0 days 00:01:33.538859649,3.0,2.0,0 days 00:01:23.122000,7.0,0,2021,Abu Dhabi Grand Prix
MSC,0 days 00:01:35.192052631,3.0,2.0,0 days 00:01:24.906000,19.0,0,2021,Abu Dhabi Grand Prix
NOR,0 days 00:01:33.410614035,3.0,2.0,0 days 00:01:22.931000,3.0,0,2021,Abu Dhabi Grand Prix
OCO,0 days 00:01:33.505736842,2.0,1.0,0 days 00:01:23.389000,9.0,0,2021,Abu Dhabi Grand Prix
PER,0 days 00:01:31.864927272,4.0,4.0,0 days 00:01:22.947000,4.0,0,2021,Abu Dhabi Grand Prix
RAI,0 days 00:01:34.544440,2.0,2.0,0 days 00:01:24.779000,18.0,0,2021,Abu Dhabi Grand Prix
RIC,0 days 00:01:34.114250,3.0,2.0,0 days 00:01:23.409000,10.0,0,2021,Abu Dhabi Grand Prix
RUS,0 days 00:01:32.183720,1.0,1.0,0 days 00:01:24.423000,17.0,0,2021,Abu Dhabi Grand Prix
SAI,0 days 00:01:33.491689655,2.0,1.0,0 days 00:01:22.992000,5.0,0,2021,Abu Dhabi Grand Prix
STR,0 days 00:01:35.181175438,3.0,2.0,0 days 00:01:24.061000,13.0,0,2021,Abu Dhabi Grand Prix
TSU,0 days 00:01:33.500637931,3.0,2.0,0 days 00:01:23.011000,8.0,0,2021,Abu Dhabi Grand Prix
VER,0 days 00:01:32.401929824,4.0,3.0,0 days 00:01:22.109000,1.0,1,2021,Abu Dhabi Grand Prix
VET,0 days 00:01:33.585052631,2.0,1.0,0 days 00:01:24.225000,15.0,0,2021,Abu Dhabi Grand Prix
