Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
ALB,0 days 00:01:43.907636363,2.0,1,0 days 00:01:35.682000,5.0,0,2019,Abu Dhabi Grand Prix
BOT,0 days 00:01:43.456254545,2.0,1,0 days 00:01:34.973000,20.0,0,2019,Abu Dhabi Grand Prix
GAS,0 days 00:01:45.297269230,2.0,1,0 days 00:01:37.089000,11.0,0,2019,Abu Dhabi Grand Prix
GIO,0 days 00:01:46.157074074,3.0,2,0 days 00:01:38.114000,16.0,0,2019,Abu Dhabi Grand Prix
GRO,0 days 00:01:45.934574074,2.0,1,0 days 00:01:38.051000,15.0,0,2019,Abu Dhabi Grand Prix
HAM,0 days 00:01:42.649363636,2.0,1,0 days 00:01:34.779000,1.0,1,2019,Abu Dhabi Grand Prix
HUL,0 days 00:01:45.168407407,2.0,1,0 days 00:01:36.710000,9.0,0,2019,Abu Dhabi Grand Prix
KUB,0 days 00:01:46.971188679,2.0,1,0 days 00:01:39.236000,19.0,0,2019,Abu Dhabi Grand Prix
KVY,0 days 00:01:45.059925925,2.0,1,0 days 00:01:37.141000,13.0,0,2019,Abu Dhabi Grand Prix
LEC,0 days 00:01:43.439090909,3.0,2,0 days 00:01:35.219000,3.0,0,2019,Abu Dhabi Grand Prix
MAG,0 days 00:01:45.583240740,2.0,1,0 days 00:01:37.254000,14.0,0,2019,Abu Dhabi Grand Prix
NOR,0 days 00:01:45.036648148,2.0,1,0 days 00:01:36.436000,6.0,0,2019,Abu Dhabi Grand Prix
PER,0 days 00:01:45.011444444,2.0,1,0 days 00:01:36.961000,10.0,0,2019,Abu Dhabi Grand Prix
RAI,0 days 00:01:45.305462962,2.0,1,0 days 00:01:38.383000,17.0,0,2019,Abu Dhabi Grand Prix
RIC,0 days 00:01:45.143277777,3.0,2,0 days 00:01:36.456000,7.0,0,2019,Abu Dhabi Grand Prix
RUS,0 days 00:01:46.361092592,2.0,1,0 days 00:01:38.717000,18.0,0,2019,Abu Dhabi Grand Prix
SAI,0 days 00:01:45.126592592,3.0,2,0 days 00:01:36.308000,8.0,0,2019,Abu Dhabi Grand Prix
STR,0 days 00:01:46.953977777,3.0,3,0 days 00:01:37.103000,12.0,0,2019,Abu Dhabi Grand Prix
VER,0 days 00:01:42.954309090,2.0,1,0 days 00:01:35.139000,2.0,0,2019,Abu Dhabi Grand Prix
VET,0 days 00:01:43.819490909,3.0,2,0 days 00:01:35.339000,4.0,0,2019,Abu Dhabi Grand Prix
