Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
ALB,0 days 00:01:13.286957746,4.0,3,0 days 00:01:05.340000,10.0,0,2023,Austrian Grand Prix
ALO,0 days 00:01:12.731323943,4.0,3,0 days 00:01:04.911000,7.0,0,2023,Austrian Grand Prix
BOT,0 days 00:01:13.948342857,4.0,3,0 days 00:01:05.513000,14.0,0,2023,Austrian Grand Prix
DEV,0 days 00:01:13.761571428,4.0,3,0 days 00:01:05.974000,20.0,0,2023,Austrian Grand Prix
GAS,0 days 00:01:13.116535211,4.0,3,0 days 00:01:05.084000,9.0,0,2023,Austrian Grand Prix
HAM,0 days 00:01:12.856380281,4.0,3,0 days 00:01:04.819000,5.0,0,2023,Austrian Grand Prix
HUL,0 days 00:01:22.047916666,3.0,2,0 days 00:01:05.090000,8.0,0,2023,Austrian Grand Prix
LEC,0 days 00:01:12.376929577,4.0,3,0 days 00:01:04.439000,2.0,0,2023,Austrian Grand Prix
MAG,0 days 00:01:14.020000,4.0,3,0 days 00:01:05.793000,19.0,0,2023,Austrian Grand Prix
NOR,0 days 00:01:12.675126760,4.0,3,0 days 00:01:04.658000,4.0,0,2023,Austrian Grand Prix
OCO,0 days 00:01:13.510671428,4.0,3,0 days 00:01:05.295000,12.0,0,2023,Austrian Grand Prix
PER,0 days 00:01:12.546408450,4.0,3,0 days 00:01:04.990000,15.0,0,2023,Austrian Grand Prix
PIA,0 days 00:01:14.002514285,5.0,4,0 days 00:01:05.213000,13.0,0,2023,Austrian Grand Prix
RUS,0 days 00:01:12.986056338,4.0,3,0 days 00:01:05.408000,11.0,0,2023,Austrian Grand Prix
SAI,0 days 00:01:12.605408450,4.0,3,0 days 00:01:04.581000,3.0,0,2023,Austrian Grand Prix
SAR,0 days 00:01:13.571300,4.0,3,0 days 00:01:05.948000,18.0,0,2023,Austrian Grand Prix
STR,0 days 00:01:13.135915492,5.0,4,0 days 00:01:04.893000,6.0,0,2023,Austrian Grand Prix
TSU,0 days 00:01:13.978285714,5.0,4,0 days 00:01:05.784000,16.0,0,2023,Austrian Grand Prix
VER,0 days 00:01:12.304323943,5.0,4,0 days 00:01:04.391000,1.0,1,2023,Austrian Grand Prix
ZHO,0 days 00:01:13.689142857,4.0,3,0 days 00:01:05.818000,17.0,0,2023,Austrian Grand Prix
