Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
ALO,0 days 00:01:29.963649122,2.0,1,0 days 00:01:21.670000,3.0,0,2021,Qatar Grand Prix
BOT,0 days 00:01:29.538425531,2.0,2,0 days 00:01:21.478000,6.0,0,2021,Qatar Grand Prix
GAS,0 days 00:01:30.708214285,3.0,2,0 days 00:01:21.640000,2.0,0,2021,Qatar Grand Prix
GIO,0 days 00:01:31.600250,3.0,2,0 days 00:01:23.262000,18.0,0,2021,Qatar Grand Prix
HAM,0 days 00:01:28.920543859,3.0,2,0 days 00:01:20.827000,1.0,1,2021,Qatar Grand Prix
LAT,0 days 00:01:31.196620,2.0,1,0 days 00:01:23.213000,17.0,0,2021,Qatar Grand Prix
LEC,0 days 00:01:30.378894736,2.0,1,0 days 00:01:22.463000,13.0,0,2021,Qatar Grand Prix
MAZ,0 days 00:01:32.888290909,2.0,1,0 days 00:01:25.859000,20.0,0,2021,Qatar Grand Prix
MSC,0 days 00:01:31.628428571,2.0,1,0 days 00:01:23.407000,19.0,0,2021,Qatar Grand Prix
NOR,0 days 00:01:30.521178571,3.0,2,0 days 00:01:21.731000,4.0,0,2021,Qatar Grand Prix
OCO,0 days 00:01:30.334052631,2.0,1,0 days 00:01:22.012000,9.0,0,2021,Qatar Grand Prix
PER,0 days 00:01:30.013631578,3.0,2,0 days 00:01:22.346000,11.0,0,2021,Qatar Grand Prix
RAI,0 days 00:01:31.164392857,3.0,2,0 days 00:01:23.156000,16.0,0,2021,Qatar Grand Prix
RIC,0 days 00:01:31.108410714,2.0,1,0 days 00:01:22.597000,14.0,0,2021,Qatar Grand Prix
RUS,0 days 00:01:32.481981818,3.0,2,0 days 00:01:22.756000,15.0,0,2021,Qatar Grand Prix
SAI,0 days 00:01:30.357578947,2.0,1,0 days 00:01:21.840000,5.0,0,2021,Qatar Grand Prix
STR,0 days 00:01:30.346403508,2.0,1,0 days 00:01:22.460000,12.0,0,2021,Qatar Grand Prix
TSU,0 days 00:01:31.114232142,3.0,2,0 days 00:01:21.881000,8.0,0,2021,Qatar Grand Prix
VER,0 days 00:01:29.372175438,4.0,3,0 days 00:01:21.282000,7.0,0,2021,Qatar Grand Prix
VET,0 days 00:01:30.608339285,2.0,1,0 days 00:01:22.146000,10.0,0,2021,Qatar Grand Prix
