Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
ALB,0 days 00:01:32.043796875,5.0,4,0 days 00:01:21.645000,18.0,0,2022,Spanish Grand Prix
ALO,0 days 00:01:29.958800,4.0,3,0 days 00:01:21.043000,20.0,0,2022,Spanish Grand Prix
BOT,0 days 00:01:29.400772727,3.0,2,0 days 00:01:19.608000,7.0,0,2022,Spanish Grand Prix
GAS,0 days 00:01:30.483415384,4.0,3,0 days 00:01:20.719000,14.0,0,2022,Spanish Grand Prix
HAM,0 days 00:01:29.318318181,4.0,3,0 days 00:01:19.512000,6.0,0,2022,Spanish Grand Prix
LAT,0 days 00:01:31.327046875,4.0,3,0 days 00:01:21.915000,19.0,0,2022,Spanish Grand Prix
LEC,0 days 00:01:29.691037037,2.0,2,0 days 00:01:18.750000,1.0,0,2022,Spanish Grand Prix
MAG,0 days 00:01:31.455171875,3.0,2,0 days 00:01:19.682000,8.0,0,2022,Spanish Grand Prix
MSC,0 days 00:01:30.521815384,3.0,2,0 days 00:01:20.368000,10.0,0,2022,Spanish Grand Prix
NOR,0 days 00:01:29.753181818,4.0,3,0 days 00:01:19.977000,11.0,0,2022,Spanish Grand Prix
OCO,0 days 00:01:29.634424242,4.0,3,0 days 00:01:20.638000,12.0,0,2022,Spanish Grand Prix
PER,0 days 00:01:28.690106060,4.0,3,0 days 00:01:19.420000,5.0,0,2022,Spanish Grand Prix
RIC,0 days 00:01:30.463876923,4.0,3,0 days 00:01:20.287000,9.0,0,2022,Spanish Grand Prix
RUS,0 days 00:01:28.990939393,4.0,3,0 days 00:01:19.393000,4.0,0,2022,Spanish Grand Prix
SAI,0 days 00:01:29.177015151,4.0,3,0 days 00:01:19.166000,3.0,0,2022,Spanish Grand Prix
STR,0 days 00:01:30.812400,4.0,3,0 days 00:01:21.418000,17.0,0,2022,Spanish Grand Prix
TSU,0 days 00:01:30.017230769,4.0,3,0 days 00:01:20.639000,13.0,0,2022,Spanish Grand Prix
VER,0 days 00:01:28.492045454,4.0,3,0 days 00:01:19.073000,2.0,1,2022,Spanish Grand Prix
VET,0 days 00:01:30.263046153,3.0,2,0 days 00:01:20.954000,16.0,0,2022,Spanish Grand Prix
ZHO,0 days 00:01:31.984678571,2.0,2,0 days 00:01:20.476000,15.0,0,2022,Spanish Grand Prix
