Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
ALB,0 days 00:01:40.420912280,3.0,2,0 days 00:01:29.513000,12.0,0,2019,Bahrain Grand Prix
BOT,0 days 00:01:39.373245614,3.0,2,0 days 00:01:28.256000,4.0,0,2019,Bahrain Grand Prix
GAS,0 days 00:01:40.340157894,3.0,2,0 days 00:01:29.526000,13.0,0,2019,Bahrain Grand Prix
GIO,0 days 00:01:40.454280701,3.0,2,0 days 00:01:30.026000,16.0,0,2019,Bahrain Grand Prix
GRO,0 days 00:01:43.047625,2.0,2,0 days 00:01:29.015000,11.0,0,2019,Bahrain Grand Prix
HAM,0 days 00:01:38.376446428,3.0,2,0 days 00:01:28.190000,3.0,1,2019,Bahrain Grand Prix
HUL,0 days 00:01:38.564264150,3.0,2,0 days 00:01:30.034000,17.0,0,2019,Bahrain Grand Prix
KUB,0 days 00:01:42.946600,3.0,2,0 days 00:01:31.799000,20.0,0,2019,Bahrain Grand Prix
KVY,0 days 00:01:41.123232142,3.0,2,0 days 00:01:29.854000,15.0,0,2019,Bahrain Grand Prix
LEC,0 days 00:01:39.428526315,3.0,2,0 days 00:01:27.866000,1.0,0,2019,Bahrain Grand Prix
MAG,0 days 00:01:41.140035714,3.0,2,0 days 00:01:28.757000,6.0,0,2019,Bahrain Grand Prix
NOR,0 days 00:01:40.123666666,3.0,2,0 days 00:01:29.043000,9.0,0,2019,Bahrain Grand Prix
PER,0 days 00:01:40.438438596,3.0,2,0 days 00:01:29.756000,14.0,0,2019,Bahrain Grand Prix
RAI,0 days 00:01:40.153771929,3.0,2,0 days 00:01:29.022000,8.0,0,2019,Bahrain Grand Prix
RIC,0 days 00:01:38.801547169,2.0,1,0 days 00:01:29.488000,10.0,0,2019,Bahrain Grand Prix
RUS,0 days 00:01:42.160982142,3.0,2,0 days 00:01:31.759000,19.0,0,2019,Bahrain Grand Prix
SAI,0 days 00:01:40.304528301,4.0,4,0 days 00:01:28.813000,7.0,0,2019,Bahrain Grand Prix
STR,0 days 00:01:41.455428571,3.0,2,0 days 00:01:30.217000,18.0,0,2019,Bahrain Grand Prix
VER,0 days 00:01:39.433385964,3.0,2,0 days 00:01:28.752000,5.0,0,2019,Bahrain Grand Prix
VET,0 days 00:01:39.953736842,4.0,3,0 days 00:01:28.160000,2.0,0,2019,Bahrain Grand Prix
