Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
ALO,0 days 00:01:35.567020,3.0,2,0 days 00:01:27.245000,7.0,0,2021,British Grand Prix
BOT,0 days 00:01:33.235918367,3.0,2,0 days 00:01:26.328000,3.0,0,2021,British Grand Prix
GAS,0 days 00:01:35.586840,4.0,3,0 days 00:01:27.273000,11.0,0,2021,British Grand Prix
GIO,0 days 00:01:35.866816326,3.0,2,0 days 00:01:27.595000,15.0,0,2021,British Grand Prix
HAM,0 days 00:01:33.035122448,3.0,2,0 days 00:01:26.023000,2.0,1,2021,British Grand Prix
LAT,0 days 00:01:35.765469387,3.0,2,0 days 00:01:28.254000,17.0,0,2021,British Grand Prix
LEC,0 days 00:01:33.079448979,3.0,2,0 days 00:01:26.828000,4.0,0,2021,British Grand Prix
MAZ,0 days 00:01:36.792897959,3.0,2,0 days 00:01:29.051000,19.0,0,2021,British Grand Prix
MSC,0 days 00:01:37.096673469,3.0,2,0 days 00:01:28.738000,18.0,0,2021,British Grand Prix
NOR,0 days 00:01:33.656918367,3.0,2,0 days 00:01:26.897000,5.0,0,2021,British Grand Prix
OCO,0 days 00:01:35.529480,3.0,2,0 days 00:01:27.340000,9.0,0,2021,British Grand Prix
PER,0 days 00:01:35.683693877,5.0,4,0 days 00:01:26.813000,0.0,0,2021,British Grand Prix
RAI,0 days 00:01:36.127591836,3.0,2,0 days 00:01:28.062000,13.0,0,2021,British Grand Prix
RIC,0 days 00:01:33.922530612,3.0,2,0 days 00:01:26.899000,6.0,0,2021,British Grand Prix
RUS,0 days 00:01:35.738653061,3.0,2,0 days 00:01:26.971000,12.0,0,2021,British Grand Prix
SAI,0 days 00:01:34.967220,3.0,2,0 days 00:01:26.848000,10.0,0,2021,British Grand Prix
STR,0 days 00:01:35.452640,3.0,2,0 days 00:01:27.665000,14.0,0,2021,British Grand Prix
TSU,0 days 00:01:35.444320,3.0,2,0 days 00:01:28.043000,16.0,0,2021,British Grand Prix
VET,0 days 00:01:35.627594594,3.0,3,0 days 00:01:27.103000,8.0,0,2021,British Grand Prix
