Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
ALB,0 days 00:01:42.392816666,3.0,2.0,0 days 00:01:32.668000,14.0,0,2023,Singapore Grand Prix
ALO,0 days 00:01:43.405885245,3.0,2.0,0 days 00:01:31.615000,7.0,0,2023,Singapore Grand Prix
BOT,0 days 00:01:44.464820,2.0,1.0,0 days 00:01:32.809000,16.0,0,2023,Singapore Grand Prix
GAS,0 days 00:01:42.723967213,2.0,1.0,0 days 00:01:32.274000,12.0,0,2023,Singapore Grand Prix
HAM,0 days 00:01:41.915754098,3.0,2.0,0 days 00:01:31.485000,5.0,0,2023,Singapore Grand Prix
HUL,0 days 00:01:43.405557377,2.0,1.0,0 days 00:01:31.808000,9.0,0,2023,Singapore Grand Prix
LAW,0 days 00:01:43.136196721,2.0,1.0,0 days 00:01:32.166000,10.0,0,2023,Singapore Grand Prix
LEC,0 days 00:01:42.193918032,2.0,1.0,0 days 00:01:31.063000,3.0,0,2023,Singapore Grand Prix
MAG,0 days 00:01:42.347083333,3.0,2.0,0 days 00:01:31.575000,6.0,0,2023,Singapore Grand Prix
NOR,0 days 00:01:41.916704918,2.0,1.0,0 days 00:01:31.270000,4.0,0,2023,Singapore Grand Prix
OCO,0 days 00:01:42.653658536,2.0,1.0,0 days 00:01:31.673000,8.0,0,2023,Singapore Grand Prix
PER,0 days 00:01:43.103459016,2.0,1.0,0 days 00:01:32.099000,13.0,0,2023,Singapore Grand Prix
PIA,0 days 00:01:42.805459016,2.0,1.0,0 days 00:01:32.902000,17.0,0,2023,Singapore Grand Prix
RUS,0 days 00:01:41.961383333,3.0,2.0,0 days 00:01:31.056000,2.0,0,2023,Singapore Grand Prix
SAI,0 days 00:01:40.967300,2.0,1.0,0 days 00:01:30.984000,1.0,1,2023,Singapore Grand Prix
SAR,0 days 00:01:42.336050,3.0,2.0,0 days 00:01:33.252000,18.0,0,2023,Singapore Grand Prix
VER,0 days 00:01:42.406180327,2.0,1.0,0 days 00:01:32.173000,11.0,0,2023,Singapore Grand Prix
ZHO,0 days 00:01:43.685688524,3.0,2.0,0 days 00:01:33.258000,19.0,0,2023,Singapore Grand Prix
