Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
ALB,0 days 00:01:20.303038461,2.0,1,0 days 00:01:11.429000,10.0,0,2019,Monaco Grand Prix
BOT,0 days 00:01:19.635884615,3.0,2,0 days 00:01:10.252000,2.0,0,2019,Monaco Grand Prix
GAS,0 days 00:01:19.722858974,3.0,2,0 days 00:01:11.041000,8.0,0,2019,Monaco Grand Prix
GIO,0 days 00:01:21.768381578,2.0,1,0 days 00:01:11.976000,18.0,0,2019,Monaco Grand Prix
GRO,0 days 00:01:20.313730769,2.0,1,0 days 00:01:11.837000,13.0,0,2019,Monaco Grand Prix
HAM,0 days 00:01:19.595346153,2.0,1,0 days 00:01:10.166000,1.0,1,2019,Monaco Grand Prix
HUL,0 days 00:01:20.777233766,2.0,1,0 days 00:01:11.670000,11.0,0,2019,Monaco Grand Prix
KUB,0 days 00:01:21.655909090,2.0,1,0 days 00:01:13.751000,20.0,0,2019,Monaco Grand Prix
KVY,0 days 00:01:20.295012820,2.0,1,0 days 00:01:11.271000,7.0,0,2019,Monaco Grand Prix
LEC,0 days 00:01:30.650250,3.0,3,0 days 00:01:12.149000,15.0,0,2019,Monaco Grand Prix
MAG,0 days 00:01:20.726675324,2.0,1,0 days 00:01:11.109000,5.0,0,2019,Monaco Grand Prix
NOR,0 days 00:01:20.451769230,2.0,1,0 days 00:01:11.724000,12.0,0,2019,Monaco Grand Prix
PER,0 days 00:01:20.738896103,2.0,1,0 days 00:01:12.233000,16.0,0,2019,Monaco Grand Prix
RAI,0 days 00:01:21.260766233,2.0,1,0 days 00:01:11.993000,14.0,0,2019,Monaco Grand Prix
RIC,0 days 00:01:20.376038461,2.0,1,0 days 00:01:11.218000,6.0,0,2019,Monaco Grand Prix
RUS,0 days 00:01:20.971051948,2.0,1,0 days 00:01:13.477000,19.0,0,2019,Monaco Grand Prix
SAI,0 days 00:01:20.280653846,2.0,1,0 days 00:01:11.417000,9.0,0,2019,Monaco Grand Prix
STR,0 days 00:01:21.060987012,2.0,1,0 days 00:01:12.846000,17.0,0,2019,Monaco Grand Prix
VER,0 days 00:01:19.602230769,2.0,1,0 days 00:01:10.618000,3.0,0,2019,Monaco Grand Prix
VET,0 days 00:01:19.628705128,2.0,1,0 days 00:01:10.947000,4.0,0,2019,Monaco Grand Prix
