Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
ALO,0 days 00:01:44.194754716,3.0,2,0 days 00:01:44.204000,6.0,0,2021,Russian Grand Prix
BOT,0 days 00:01:43.934603773,3.0,2,0 days 00:01:44.710000,16.0,0,2021,Russian Grand Prix
GAS,0 days 00:01:43.843254901,3.0,2,0 days 00:01:46.641000,11.0,0,2021,Russian Grand Prix
GIO,0 days 00:01:44.925000,3.0,2,0 days 00:01:51.023000,17.0,0,2021,Russian Grand Prix
HAM,0 days 00:01:42.660396226,3.0,2,0 days 00:01:44.050000,4.0,1,2021,Russian Grand Prix
LAT,0 days 00:01:43.434340425,2.0,2,0 days 00:01:48.252000,18.0,0,2021,Russian Grand Prix
LEC,0 days 00:01:43.908705882,3.0,2,0 days 00:01:48.470000,19.0,0,2021,Russian Grand Prix
MAZ,0 days 00:01:47.000470588,3.0,2,0 days 00:01:53.764000,15.0,0,2021,Russian Grand Prix
MSC,0 days 00:01:44.442968750,2.0,2,0 days 00:01:49.830000,14.0,0,2021,Russian Grand Prix
NOR,0 days 00:01:42.637384615,3.0,2,0 days 00:01:41.993000,1.0,0,2021,Russian Grand Prix
OCO,0 days 00:01:44.024176470,3.0,2,0 days 00:01:45.865000,9.0,0,2021,Russian Grand Prix
PER,0 days 00:01:44.359943396,3.0,2,0 days 00:01:45.337000,8.0,0,2021,Russian Grand Prix
RAI,0 days 00:01:44.338792452,3.0,2,0 days 00:01:49.586000,13.0,0,2021,Russian Grand Prix
RIC,0 days 00:01:43.898264150,3.0,2,0 days 00:01:44.156000,5.0,0,2021,Russian Grand Prix
RUS,0 days 00:01:44.557584905,3.0,2,0 days 00:01:42.983000,3.0,0,2021,Russian Grand Prix
SAI,0 days 00:01:43.839169811,3.0,2,0 days 00:01:42.510000,2.0,0,2021,Russian Grand Prix
STR,0 days 00:01:44.664132075,3.0,2,0 days 00:01:44.956000,7.0,0,2021,Russian Grand Prix
TSU,0 days 00:01:46.586307692,4.0,3,0 days 00:01:46.751000,12.0,0,2021,Russian Grand Prix
VER,0 days 00:01:43.665509433,3.0,2,0 days 00:01:59.522000,20.0,0,2021,Russian Grand Prix
VET,0 days 00:01:43.581725490,3.0,2,0 days 00:01:46.573000,10.0,0,2021,Russian Grand Prix
