Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
ALB,0 days 00:01:32.171206896,2.0,1,0 days 00:01:20.135000,20.0,0,2022,Australian Grand Prix
ALO,0 days 00:01:31.784000,3.0,2,0 days 00:01:18.815000,10.0,0,2022,Australian Grand Prix
BOT,0 days 00:01:30.960368421,2.0,1,0 days 00:01:19.251000,12.0,0,2022,Australian Grand Prix
GAS,0 days 00:01:31.095350877,2.0,1,0 days 00:01:19.226000,11.0,0,2022,Australian Grand Prix
HAM,0 days 00:01:30.181070175,2.0,1,0 days 00:01:18.825000,5.0,0,2022,Australian Grand Prix
LAT,0 days 00:01:32.579491228,3.0,2,0 days 00:01:21.372000,18.0,0,2022,Australian Grand Prix
LEC,0 days 00:01:28.379750,2.0,1,0 days 00:01:17.868000,1.0,1,2022,Australian Grand Prix
MAG,0 days 00:01:31.368428571,2.0,1,0 days 00:01:20.254000,16.0,0,2022,Australian Grand Prix
MSC,0 days 00:01:31.402892857,2.0,1,0 days 00:01:20.104000,15.0,0,2022,Australian Grand Prix
NOR,0 days 00:01:30.651543859,2.0,1,0 days 00:01:18.703000,4.0,0,2022,Australian Grand Prix
OCO,0 days 00:01:31.866051724,2.0,1,0 days 00:01:19.061000,8.0,0,2022,Australian Grand Prix
PER,0 days 00:01:30.010122807,2.0,1,0 days 00:01:18.240000,3.0,0,2022,Australian Grand Prix
RIC,0 days 00:01:30.691578947,2.0,1,0 days 00:01:19.032000,7.0,0,2022,Australian Grand Prix
RUS,0 days 00:01:30.061771929,2.0,1,0 days 00:01:18.933000,6.0,0,2022,Australian Grand Prix
SAI,0 days 00:01:39.028000,1.0,0,0 days 00:01:18.469000,9.0,0,2022,Australian Grand Prix
STR,0 days 00:01:31.220105263,4.0,3,0 days 00:01:46.833000,19.0,0,2022,Australian Grand Prix
TSU,0 days 00:01:31.473607142,2.0,1,0 days 00:01:19.424000,13.0,0,2022,Australian Grand Prix
VER,0 days 00:01:31.534000,2.0,1,0 days 00:01:18.154000,2.0,0,2022,Australian Grand Prix
VET,0 days 00:01:34.697454545,1.0,0,0 days 00:01:21.149000,17.0,0,2022,Australian Grand Prix
ZHO,0 days 00:01:32.211086206,2.0,1,0 days 00:01:19.910000,14.0,0,2022,Australian Grand Prix
