Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
ALO,0 days 00:01:44.270897959,4.0,4,0 days 00:01:35.756000,19.0,0,2021,United States Grand Prix
BOT,0 days 00:01:42.797857142,3.0,2,0 days 00:01:33.475000,9.0,0,2021,United States Grand Prix
GAS,0 days 00:01:49.074428571,2.0,2,0 days 00:01:34.118000,8.0,0,2021,United States Grand Prix
GIO,0 days 00:01:44.029327272,3.0,2,0 days 00:01:35.794000,12.0,0,2021,United States Grand Prix
HAM,0 days 00:01:41.390803571,3.0,2,0 days 00:01:33.119000,2.0,0,2021,United States Grand Prix
LAT,0 days 00:01:44.972909090,3.0,2,0 days 00:01:35.995000,14.0,0,2021,United States Grand Prix
LEC,0 days 00:01:42.299964285,3.0,2,0 days 00:01:33.606000,4.0,0,2021,United States Grand Prix
MAZ,0 days 00:01:46.845648148,4.0,3,0 days 00:01:36.796000,17.0,0,2021,United States Grand Prix
MSC,0 days 00:01:45.225259259,3.0,2,0 days 00:01:36.499000,16.0,0,2021,United States Grand Prix
NOR,0 days 00:01:42.874053571,3.0,2,0 days 00:01:33.880000,7.0,0,2021,United States Grand Prix
OCO,0 days 00:01:46.166775,3.0,3,0 days 00:01:35.377000,11.0,0,2021,United States Grand Prix
PER,0 days 00:01:42.120982142,3.0,2,0 days 00:01:33.134000,3.0,0,2021,United States Grand Prix
RAI,0 days 00:01:44.348981818,3.0,2,0 days 00:01:36.311000,15.0,0,2021,United States Grand Prix
RIC,0 days 00:01:42.739392857,3.0,2,0 days 00:01:33.808000,6.0,0,2021,United States Grand Prix
RUS,0 days 00:01:44.395472727,3.0,2,0 days 00:01:35.730000,20.0,0,2021,United States Grand Prix
SAI,0 days 00:01:42.858875,3.0,2,0 days 00:01:33.792000,5.0,0,2021,United States Grand Prix
STR,0 days 00:01:44.287145454,3.0,2,0 days 00:01:35.983000,13.0,0,2021,United States Grand Prix
TSU,0 days 00:01:43.819654545,3.0,2,0 days 00:01:34.918000,10.0,0,2021,United States Grand Prix
VER,0 days 00:01:41.367000,3.0,2,0 days 00:01:32.910000,1.0,1,2021,United States Grand Prix
VET,0 days 00:01:43.856709090,3.0,2,0 days 00:01:35.281000,18.0,0,2021,United States Grand Prix
