Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
ALB,0 days 00:01:44.046866666,2.0,2,0 days 00:01:30.474000,11.0,0,2024,Singapore Grand Prix
ALO,0 days 00:01:39.236786885,2.0,1,0 days 00:01:30.214000,7.0,0,2024,Singapore Grand Prix
BOT,0 days 00:01:40.170491803,2.0,1,0 days 00:01:31.572000,19.0,0,2024,Singapore Grand Prix
COL,0 days 00:01:39.325491803,2.0,1,0 days 00:01:30.481000,12.0,0,2024,Singapore Grand Prix
GAS,0 days 00:01:40.190655737,2.0,1,0 days 00:01:31.312000,18.0,0,2024,Singapore Grand Prix
HAM,0 days 00:01:38.997080645,2.0,1,0 days 00:01:29.841000,3.0,0,2024,Singapore Grand Prix
HUL,0 days 00:01:39.273950819,2.0,1,0 days 00:01:30.115000,6.0,0,2024,Singapore Grand Prix
LEC,0 days 00:01:38.629048387,2.0,1,0 days 00:01:29.747000,9.0,0,2024,Singapore Grand Prix
MAG,0 days 00:01:40.736535714,3.0,3,0 days 00:01:30.653000,14.0,0,2024,Singapore Grand Prix
NOR,0 days 00:01:37.622112903,2.0,1,0 days 00:01:29.525000,1.0,1,2024,Singapore Grand Prix
OCO,0 days 00:01:39.943868852,2.0,1,0 days 00:01:30.769000,15.0,0,2024,Singapore Grand Prix
PER,0 days 00:01:39.298278688,2.0,1,0 days 00:01:30.579000,13.0,0,2024,Singapore Grand Prix
PIA,0 days 00:01:38.296677419,2.0,1,0 days 00:01:29.640000,5.0,0,2024,Singapore Grand Prix
RIC,0 days 00:01:40.694540983,4.0,3,0 days 00:01:31.085000,16.0,0,2024,Singapore Grand Prix
RUS,0 days 00:01:38.606629032,2.0,1,0 days 00:01:29.867000,4.0,0,2024,Singapore Grand Prix
SAI,0 days 00:01:39.171129032,2.0,1,0 days 00:01:30.108000,10.0,0,2024,Singapore Grand Prix
STR,0 days 00:01:40.002327868,2.0,1,0 days 00:01:31.094000,17.0,0,2024,Singapore Grand Prix
TSU,0 days 00:01:39.366606557,2.0,1,0 days 00:01:30.289000,8.0,0,2024,Singapore Grand Prix
VER,0 days 00:01:37.959935483,2.0,1,0 days 00:01:29.680000,2.0,0,2024,Singapore Grand Prix
ZHO,0 days 00:01:40.160508196,2.0,1,0 days 00:01:32.054000,20.0,0,2024,Singapore Grand Prix
