Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
ALB,0 days 00:01:43.704811320,2.0,1,0 days 00:01:35.571000,5.0,0,2020,Abu Dhabi Grand Prix
BOT,0 days 00:01:42.551403846,2.0,1,0 days 00:01:35.271000,2.0,0,2020,Abu Dhabi Grand Prix
FIT,0 days 00:01:48.360326923,4.0,3,0 days 00:01:38.173000,17.0,0,2020,Abu Dhabi Grand Prix
GAS,0 days 00:01:45.926277777,2.0,1,0 days 00:01:36.242000,9.0,0,2020,Abu Dhabi Grand Prix
GIO,0 days 00:01:47.821870370,2.0,1,0 days 00:01:37.066000,14.0,0,2020,Abu Dhabi Grand Prix
HAM,0 days 00:01:42.715153846,2.0,1,0 days 00:01:35.332000,3.0,0,2020,Abu Dhabi Grand Prix
KVY,0 days 00:01:46.222962264,2.0,1,0 days 00:01:35.963000,7.0,0,2020,Abu Dhabi Grand Prix
LAT,0 days 00:01:47.082622641,3.0,2,0 days 00:01:38.443000,18.0,0,2020,Abu Dhabi Grand Prix
LEC,0 days 00:01:47.457796296,2.0,1,0 days 00:01:35.881000,12.0,0,2020,Abu Dhabi Grand Prix
MAG,0 days 00:01:48.896055555,3.0,2,0 days 00:01:37.863000,20.0,0,2020,Abu Dhabi Grand Prix
NOR,0 days 00:01:44.540264150,2.0,1,0 days 00:01:35.497000,4.0,0,2020,Abu Dhabi Grand Prix
OCO,0 days 00:01:46.192777777,2.0,1,0 days 00:01:36.359000,10.0,0,2020,Abu Dhabi Grand Prix
PER,0 days 00:01:46.629375,1.0,0,0 days 00:01:36.034000,19.0,0,2020,Abu Dhabi Grand Prix
RAI,0 days 00:01:46.337339622,2.0,1,0 days 00:01:37.555000,15.0,0,2020,Abu Dhabi Grand Prix
RIC,0 days 00:01:45.749129629,2.0,1,0 days 00:01:36.406000,11.0,0,2020,Abu Dhabi Grand Prix
RUS,0 days 00:01:46.897905660,2.0,1,0 days 00:01:38.045000,16.0,0,2020,Abu Dhabi Grand Prix
SAI,0 days 00:01:45.490000,2.0,1,0 days 00:01:35.815000,6.0,0,2020,Abu Dhabi Grand Prix
STR,0 days 00:01:46.149944444,2.0,1,0 days 00:01:36.046000,8.0,0,2020,Abu Dhabi Grand Prix
VER,0 days 00:01:42.166557692,2.0,1,0 days 00:01:35.246000,1.0,1,2020,Abu Dhabi Grand Prix
VET,0 days 00:01:47.627333333,2.0,1,0 days 00:01:36.631000,13.0,0,2020,Abu Dhabi Grand Prix
