Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
ALB,0 days 00:01:17.270845070,3.0,2,0 days 00:01:10.653000,19.0,0,2024,Dutch Grand Prix
ALO,0 days 00:01:16.888056338,2.0,1,0 days 00:01:10.633000,7.0,0,2024,Dutch Grand Prix
BOT,0 days 00:01:17.839528571,3.0,2,0 days 00:01:12.168000,16.0,0,2024,Dutch Grand Prix
GAS,0 days 00:01:16.818633802,2.0,1,0 days 00:01:10.815000,9.0,0,2024,Dutch Grand Prix
HAM,0 days 00:01:16.321083333,3.0,2,0 days 00:01:10.948000,14.0,0,2024,Dutch Grand Prix
HUL,0 days 00:01:16.968070422,2.0,1,0 days 00:01:11.215000,12.0,0,2024,Dutch Grand Prix
LEC,0 days 00:01:15.985527777,2.0,1,0 days 00:01:10.582000,6.0,0,2024,Dutch Grand Prix
MAG,0 days 00:01:17.622901408,2.0,1,0 days 00:01:11.295000,20.0,0,2024,Dutch Grand Prix
NOR,0 days 00:01:15.632208333,2.0,1,0 days 00:01:09.673000,1.0,1,2024,Dutch Grand Prix
OCO,0 days 00:01:17.357704225,2.0,1,0 days 00:01:11.995000,15.0,0,2024,Dutch Grand Prix
PER,0 days 00:01:16.181402777,2.0,1,0 days 00:01:10.416000,5.0,0,2024,Dutch Grand Prix
PIA,0 days 00:01:16.011888888,2.0,1,0 days 00:01:10.172000,3.0,0,2024,Dutch Grand Prix
RIC,0 days 00:01:16.994169014,2.0,1,0 days 00:01:11.943000,13.0,0,2024,Dutch Grand Prix
RUS,0 days 00:01:16.251888888,3.0,2,0 days 00:01:10.244000,4.0,0,2024,Dutch Grand Prix
SAI,0 days 00:01:16.078555555,2.0,1,0 days 00:01:10.914000,10.0,0,2024,Dutch Grand Prix
STR,0 days 00:01:16.989169014,2.0,1,0 days 00:01:10.661000,8.0,0,2024,Dutch Grand Prix
TSU,0 days 00:01:17.615000,3.0,2,0 days 00:01:10.955000,11.0,0,2024,Dutch Grand Prix
VER,0 days 00:01:15.950208333,2.0,1,0 days 00:01:10.029000,2.0,0,2024,Dutch Grand Prix
ZHO,0 days 00:01:18.307685714,3.0,2,0 days 00:01:13.261000,17.0,0,2024,Dutch Grand Prix
