Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
ALO,0 days 00:01:42.290451612,3.0,3,0 days 00:01:30.249000,9.0,0,2021,Bahrain Grand Prix
BOT,0 days 00:01:38.310563636,4.0,3,0 days 00:01:29.586000,3.0,0,2021,Bahrain Grand Prix
GAS,0 days 00:01:40.181490196,4.0,4,0 days 00:01:29.809000,5.0,0,2021,Bahrain Grand Prix
GIO,0 days 00:01:40.532636363,3.0,2,0 days 00:01:30.708000,12.0,0,2021,Bahrain Grand Prix
HAM,0 days 00:01:37.586200,3.0,2,0 days 00:01:29.385000,2.0,1,2021,Bahrain Grand Prix
LAT,0 days 00:01:42.558607843,3.0,3,0 days 00:01:31.936000,17.0,0,2021,Bahrain Grand Prix
LEC,0 days 00:01:38.687254545,3.0,2,0 days 00:01:29.678000,4.0,0,2021,Bahrain Grand Prix
MSC,0 days 00:01:41.830981818,3.0,2,0 days 00:01:32.449000,18.0,0,2021,Bahrain Grand Prix
NOR,0 days 00:01:38.514472727,3.0,2,0 days 00:01:29.974000,7.0,0,2021,Bahrain Grand Prix
OCO,0 days 00:01:40.727181818,3.0,2,0 days 00:01:31.724000,16.0,0,2021,Bahrain Grand Prix
PER,0 days 00:01:39.570428571,4.0,3,0 days 00:01:30.659000,0.0,0,2021,Bahrain Grand Prix
RAI,0 days 00:01:40.227875,3.0,2,0 days 00:01:31.238000,14.0,0,2021,Bahrain Grand Prix
RIC,0 days 00:01:38.888290909,3.0,2,0 days 00:01:29.927000,6.0,0,2021,Bahrain Grand Prix
RUS,0 days 00:01:40.760981818,3.0,2,0 days 00:01:31.316000,15.0,0,2021,Bahrain Grand Prix
SAI,0 days 00:01:39.839232142,3.0,2,0 days 00:01:30.009000,8.0,0,2021,Bahrain Grand Prix
STR,0 days 00:01:40.189464285,3.0,2,0 days 00:01:30.601000,10.0,0,2021,Bahrain Grand Prix
TSU,0 days 00:01:40.171232142,3.0,2,0 days 00:01:30.607000,13.0,0,2021,Bahrain Grand Prix
VER,0 days 00:01:37.575290909,3.0,2,0 days 00:01:28.997000,1.0,0,2021,Bahrain Grand Prix
VET,0 days 00:01:40.953436363,2.0,1,0 days 00:01:32.056000,20.0,0,2021,Bahrain Grand Prix
