Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
ALO,0 days 00:01:30.677686274,2.0,1,0 days 00:01:21.069000,10.0,0,2021,Italian Grand Prix
BOT,0 days 00:01:30.383313725,2.0,1,0 days 00:01:19.555000,19.0,0,2021,Italian Grand Prix
GAS,0 days 00:01:46.783000,1.0,1,0 days 00:01:20.260000,0.0,0,2021,Italian Grand Prix
GIO,0 days 00:01:32.100634615,3.0,2,0 days 00:01:20.726000,7.0,0,2021,Italian Grand Prix
HAM,0 days 00:01:27.689400,1.0,1,0 days 00:01:19.651000,4.0,0,2021,Italian Grand Prix
KUB,0 days 00:01:30.918745098,2.0,1,0 days 00:01:22.530000,17.0,0,2021,Italian Grand Prix
LAT,0 days 00:01:30.770058823,2.0,1,0 days 00:01:21.925000,13.0,0,2021,Italian Grand Prix
LEC,0 days 00:01:27.710979591,2.0,1,0 days 00:01:20.510000,5.0,0,2021,Italian Grand Prix
MAZ,0 days 00:01:34.472400,4.0,3,0 days 00:01:22.716000,16.0,0,2021,Italian Grand Prix
MSC,0 days 00:01:32.557807692,2.0,1,0 days 00:01:22.248000,18.0,0,2021,Italian Grand Prix
NOR,0 days 00:01:29.179500,2.0,1,0 days 00:01:19.989000,3.0,0,2021,Italian Grand Prix
OCO,0 days 00:01:30.690156862,2.0,1,0 days 00:01:21.103000,12.0,0,2021,Italian Grand Prix
PER,0 days 00:01:30.147274509,2.0,1,0 days 00:01:20.611000,8.0,0,2021,Italian Grand Prix
RIC,0 days 00:01:27.777428571,2.0,1,0 days 00:01:19.995000,2.0,1,2021,Italian Grand Prix
RUS,0 days 00:01:30.682823529,2.0,1,0 days 00:01:21.392000,14.0,0,2021,Italian Grand Prix
SAI,0 days 00:01:30.487294117,2.0,1,0 days 00:01:20.462000,6.0,0,2021,Italian Grand Prix
STR,0 days 00:01:30.619450980,2.0,1,0 days 00:01:21.020000,9.0,0,2021,Italian Grand Prix
VER,0 days 00:01:28.549920,2.0,1,0 days 00:01:19.966000,1.0,0,2021,Italian Grand Prix
VET,0 days 00:01:32.046923076,3.0,2,0 days 00:01:20.913000,11.0,0,2021,Italian Grand Prix
