Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
ALO,0 days 00:01:24.896785714,2.0,1,0 days 00:01:18.452000,12.0,0,2021,Mexico City Grand Prix
BOT,0 days 00:01:26.261144927,5.0,4,0 days 00:01:15.875000,1.0,0,2021,Mexico City Grand Prix
GAS,0 days 00:01:24.266633802,2.0,1,0 days 00:01:16.456000,5.0,0,2021,Mexico City Grand Prix
GIO,0 days 00:01:25.429785714,2.0,1,0 days 00:01:17.897000,11.0,0,2021,Mexico City Grand Prix
HAM,0 days 00:01:23.600577464,2.0,1,0 days 00:01:16.020000,2.0,0,2021,Mexico City Grand Prix
LAT,0 days 00:01:26.556173913,3.0,2,0 days 00:01:18.756000,13.0,0,2021,Mexico City Grand Prix
LEC,0 days 00:01:24.508774647,2.0,1,0 days 00:01:16.748000,8.0,0,2021,Mexico City Grand Prix
MAZ,0 days 00:01:27.741220588,3.0,2,0 days 00:01:19.303000,15.0,0,2021,Mexico City Grand Prix
NOR,0 days 00:01:24.933028571,2.0,1,0 days 00:01:17.473000,18.0,0,2021,Mexico City Grand Prix
OCO,0 days 00:01:25.606557142,2.0,1,0 days 00:01:18.126000,19.0,0,2021,Mexico City Grand Prix
PER,0 days 00:01:23.617436619,2.0,1,0 days 00:01:16.342000,4.0,0,2021,Mexico City Grand Prix
RAI,0 days 00:01:24.774928571,2.0,1,0 days 00:01:17.606000,10.0,0,2021,Mexico City Grand Prix
RIC,0 days 00:01:25.442500,3.0,2,0 days 00:01:16.763000,7.0,0,2021,Mexico City Grand Prix
RUS,0 days 00:01:26.346202898,2.0,1,0 days 00:01:17.958000,16.0,0,2021,Mexico City Grand Prix
SAI,0 days 00:01:24.593085714,2.0,1,0 days 00:01:16.761000,6.0,0,2021,Mexico City Grand Prix
STR,0 days 00:01:25.899086956,3.0,2,0 days 00:01:20.873000,20.0,0,2021,Mexico City Grand Prix
VER,0 days 00:01:23.367408450,2.0,1,0 days 00:01:16.225000,3.0,1,2021,Mexico City Grand Prix
VET,0 days 00:01:24.702057142,2.0,1,0 days 00:01:17.502000,9.0,0,2021,Mexico City Grand Prix
