Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
ALB,0 days 00:01:40.465087719,4.0,3,0 days 00:01:31.461000,15.0,0,2023,Bahrain Grand Prix
ALO,0 days 00:01:39.567947368,3.0,2,0 days 00:01:30.336000,5.0,0,2023,Bahrain Grand Prix
BOT,0 days 00:01:40.164614035,3.0,2,0 days 00:01:31.443000,12.0,0,2023,Bahrain Grand Prix
DEV,0 days 00:01:41.058196428,3.0,2,0 days 00:01:32.121000,19.0,0,2023,Bahrain Grand Prix
GAS,0 days 00:01:40.184017543,4.0,3,0 days 00:01:31.818000,20.0,0,2023,Bahrain Grand Prix
HAM,0 days 00:01:39.784438596,3.0,2,0 days 00:01:30.384000,7.0,0,2023,Bahrain Grand Prix
HUL,0 days 00:01:41.082982142,4.0,3,0 days 00:01:30.809000,10.0,0,2023,Bahrain Grand Prix
LEC,0 days 00:01:39.644051282,3.0,2,0 days 00:01:30,3.0,0,2023,Bahrain Grand Prix
MAG,0 days 00:01:40.955232142,4.0,3,0 days 00:01:31.892000,17.0,0,2023,Bahrain Grand Prix
NOR,0 days 00:01:42.606763636,7.0,6,0 days 00:01:31.381000,11.0,0,2023,Bahrain Grand Prix
OCO,0 days 00:01:42.916243902,4.0,4,0 days 00:01:30.914000,9.0,0,2023,Bahrain Grand Prix
PER,0 days 00:01:39.100403508,3.0,2,0 days 00:01:29.846000,2.0,0,2023,Bahrain Grand Prix
PIA,0 days 00:01:43.275769230,1.0,1,0 days 00:01:32.101000,18.0,0,2023,Bahrain Grand Prix
RUS,0 days 00:01:39.870333333,3.0,2,0 days 00:01:30.340000,6.0,0,2023,Bahrain Grand Prix
SAI,0 days 00:01:39.733122807,3.0,2,0 days 00:01:30.154000,4.0,0,2023,Bahrain Grand Prix
SAR,0 days 00:01:40.676285714,4.0,3,0 days 00:01:31.652000,16.0,0,2023,Bahrain Grand Prix
STR,0 days 00:01:39.846280701,3.0,2,0 days 00:01:30.836000,8.0,0,2023,Bahrain Grand Prix
TSU,0 days 00:01:40.484315789,4.0,3,0 days 00:01:31.400000,14.0,0,2023,Bahrain Grand Prix
VER,0 days 00:01:38.890105263,3.0,2,0 days 00:01:29.708000,1.0,1,2023,Bahrain Grand Prix
ZHO,0 days 00:01:41.364017857,4.0,3,0 days 00:01:31.473000,13.0,0,2023,Bahrain Grand Prix
