Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
ALB,0 days 00:01:27.573509803,2.0,1,0 days 00:01:20.760000,6.0,0,2023,Italian Grand Prix
ALO,0 days 00:01:27.596803921,2.0,1,0 days 00:01:21.417000,10.0,0,2023,Italian Grand Prix
BOT,0 days 00:01:27.962500,2.0,1,0 days 00:01:21.940000,14.0,0,2023,Italian Grand Prix
GAS,0 days 00:01:28.296720,3.0,2,0 days 00:01:22.545000,17.0,0,2023,Italian Grand Prix
HAM,0 days 00:01:27.427882352,2.0,1,0 days 00:01:20.820000,8.0,0,2023,Italian Grand Prix
HUL,0 days 00:01:28.464720,3.0,2,0 days 00:01:21.776000,13.0,0,2023,Italian Grand Prix
LAW,0 days 00:01:28.098580,3.0,2,0 days 00:01:21.758000,12.0,0,2023,Italian Grand Prix
LEC,0 days 00:01:26.912156862,2.0,1,0 days 00:01:20.361000,3.0,0,2023,Italian Grand Prix
MAG,0 days 00:01:28.675340,3.0,2,0 days 00:01:22.592000,19.0,0,2023,Italian Grand Prix
NOR,0 days 00:01:27.580235294,2.0,1,0 days 00:01:20.979000,9.0,0,2023,Italian Grand Prix
OCO,0 days 00:01:29.101974358,2.0,2,0 days 00:01:22.548000,18.0,0,2023,Italian Grand Prix
PER,0 days 00:01:26.807980392,2.0,1,0 days 00:01:20.688000,5.0,0,2023,Italian Grand Prix
PIA,0 days 00:01:28.061160,3.0,2,0 days 00:01:20.785000,7.0,0,2023,Italian Grand Prix
RUS,0 days 00:01:27.042568627,2.0,1,0 days 00:01:20.671000,4.0,0,2023,Italian Grand Prix
SAI,0 days 00:01:26.908549019,2.0,1,0 days 00:01:20.294000,1.0,0,2023,Italian Grand Prix
SAR,0 days 00:01:28.124980,2.0,1,0 days 00:01:21.930000,15.0,0,2023,Italian Grand Prix
STR,0 days 00:01:28.354960,2.0,1,0 days 00:01:22.860000,20.0,0,2023,Italian Grand Prix
VER,0 days 00:01:26.689078431,2.0,1,0 days 00:01:20.307000,2.0,1,2023,Italian Grand Prix
ZHO,0 days 00:01:28.278120,3.0,2,0 days 00:01:22.390000,16.0,0,2023,Italian Grand Prix
