Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
ALB,0 days 00:01:10.831642857,2.0,1,0 days 00:01:04.665000,18.0,0,2019,Austrian Grand Prix
BOT,0 days 00:01:09.588478873,2.0,1,0 days 00:01:03.537000,3.0,0,2019,Austrian Grand Prix
GAS,0 days 00:01:10.414771428,2.0,1,0 days 00:01:03.988000,8.0,0,2019,Austrian Grand Prix
GIO,0 days 00:01:10.613928571,2.0,1,0 days 00:01:04.179000,7.0,0,2019,Austrian Grand Prix
GRO,0 days 00:01:10.945114285,2.0,1,0 days 00:01:04.490000,11.0,0,2019,Austrian Grand Prix
HAM,0 days 00:01:09.642633802,2.0,1,0 days 00:01:03.262000,4.0,0,2019,Austrian Grand Prix
HUL,0 days 00:01:10.694471428,2.0,1,0 days 00:01:04.516000,15.0,0,2019,Austrian Grand Prix
KUB,0 days 00:01:12.564147058,2.0,1,0 days 00:01:06.206000,17.0,0,2019,Austrian Grand Prix
KVY,0 days 00:01:11.253114285,2.0,1,0 days 00:01:05.324000,16.0,0,2019,Austrian Grand Prix
LEC,0 days 00:01:09.359802816,2.0,1,0 days 00:01:03.003000,1.0,0,2019,Austrian Grand Prix
MAG,0 days 00:01:11.879608695,4.0,3,0 days 00:01:04.072000,10.0,0,2019,Austrian Grand Prix
NOR,0 days 00:01:10.332700,2.0,1,0 days 00:01:04.099000,5.0,0,2019,Austrian Grand Prix
PER,0 days 00:01:10.653214285,2.0,1,0 days 00:01:04.789000,13.0,0,2019,Austrian Grand Prix
RAI,0 days 00:01:10.604471428,2.0,1,0 days 00:01:04.056000,6.0,0,2019,Austrian Grand Prix
RIC,0 days 00:01:10.669800,2.0,1,0 days 00:01:04.647000,12.0,0,2019,Austrian Grand Prix
RUS,0 days 00:01:11.562782608,2.0,1,0 days 00:01:05.904000,0.0,0,2019,Austrian Grand Prix
SAI,0 days 00:01:10.574342857,2.0,1,0 days 00:01:04.453000,19.0,0,2019,Austrian Grand Prix
STR,0 days 00:01:10.807728571,2.0,1,0 days 00:01:04.832000,14.0,0,2019,Austrian Grand Prix
VER,0 days 00:01:09.321436619,2.0,1,0 days 00:01:03.439000,2.0,1,2019,Austrian Grand Prix
VET,0 days 00:01:09.597633802,3.0,2,0 days 00:01:03.667000,9.0,0,2019,Austrian Grand Prix
