Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
BOT,0 days 00:01:38.801821428,3.0,2,0 days 00:01:31.547000,1.0,0,2019,Chinese Grand Prix
GAS,0 days 00:01:40.279589285,4.0,3,0 days 00:01:32.930000,6.0,0,2019,Chinese Grand Prix
GIO,0 days 00:01:41.493272727,3.0,2,0 days 00:02:16.522000,19.0,0,2019,Chinese Grand Prix
GRO,0 days 00:01:41.121363636,3.0,2,0 days 00:01:33.156000,10.0,0,2019,Chinese Grand Prix
HAM,0 days 00:01:38.684821428,3.0,2,0 days 00:01:31.570000,2.0,1,2019,Chinese Grand Prix
HUL,0 days 00:01:44.370750,2.0,2,0 days 00:01:32.962000,8.0,0,2019,Chinese Grand Prix
KUB,0 days 00:01:43.091092592,2.0,1,0 days 00:01:35.281000,18.0,0,2019,Chinese Grand Prix
KVY,0 days 00:01:43.006707317,4.0,4,0 days 00:01:33.236000,11.0,0,2019,Chinese Grand Prix
LEC,0 days 00:01:39.243321428,3.0,2,0 days 00:01:31.865000,4.0,0,2019,Chinese Grand Prix
MAG,0 days 00:01:41.257727272,3.0,2,0 days 00:01:33.150000,9.0,0,2019,Chinese Grand Prix
NOR,0 days 00:01:43.018600,4.0,4,0 days 00:01:33.967000,15.0,0,2019,Chinese Grand Prix
PER,0 days 00:01:40.752418181,2.0,1,0 days 00:01:33.299000,12.0,0,2019,Chinese Grand Prix
RAI,0 days 00:01:40.873890909,2.0,1,0 days 00:01:33.419000,13.0,0,2019,Chinese Grand Prix
RIC,0 days 00:01:40.716272727,2.0,1,0 days 00:01:32.958000,7.0,0,2019,Chinese Grand Prix
RUS,0 days 00:01:42.793611111,3.0,2,0 days 00:01:35.253000,17.0,0,2019,Chinese Grand Prix
SAI,0 days 00:01:41.438163636,3.0,2,0 days 00:01:33.523000,14.0,0,2019,Chinese Grand Prix
STR,0 days 00:01:41.241727272,3.0,2,0 days 00:01:34.292000,16.0,0,2019,Chinese Grand Prix
VER,0 days 00:01:39.178160714,3.0,2,0 days 00:01:32.089000,5.0,0,2019,Chinese Grand Prix
VET,0 days 00:01:38.930250,3.0,2,0 days 00:01:31.848000,3.0,0,2019,Chinese Grand Prix
