Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
ALB,0 days 00:01:42.827673469,2.0,1,0 days 00:01:39.192000,0.0,0,2019,Russian Grand Prix
BOT,0 days 00:01:41.385571428,2.0,1,0 days 00:01:32.632000,4.0,0,2019,Russian Grand Prix
GAS,0 days 00:01:45.454000,2.0,1,0 days 00:01:33.950000,16.0,0,2019,Russian Grand Prix
GIO,0 days 00:01:45.385686274,3.0,2,0 days 00:01:34.037000,12.0,0,2019,Russian Grand Prix
HAM,0 days 00:01:40.059979166,2.0,1,0 days 00:01:32.030000,2.0,1,2019,Russian Grand Prix
HUL,0 days 00:01:44.190180,3.0,2,0 days 00:01:33.289000,6.0,0,2019,Russian Grand Prix
KUB,0 days 00:01:47.428961538,3.0,3,0 days 00:01:36.474000,18.0,0,2019,Russian Grand Prix
LEC,0 days 00:01:40.186125,3.0,2,0 days 00:01:31.628000,1.0,0,2019,Russian Grand Prix
MAG,0 days 00:01:43.823680,2.0,1,0 days 00:01:33.889000,13.0,0,2019,Russian Grand Prix
NOR,0 days 00:01:43.931340,2.0,1,0 days 00:01:33.301000,7.0,0,2019,Russian Grand Prix
PER,0 days 00:01:43.816580,2.0,1,0 days 00:01:33.958000,11.0,0,2019,Russian Grand Prix
RAI,0 days 00:01:44.414900,3.0,2,0 days 00:01:34.840000,15.0,0,2019,Russian Grand Prix
RIC,0 days 00:01:49.232000,2.0,2,0 days 00:01:33.661000,10.0,0,2019,Russian Grand Prix
RUS,0 days 00:01:45.173720,1.0,1,0 days 00:01:35.356000,17.0,0,2019,Russian Grand Prix
SAI,0 days 00:01:43.528080,2.0,1,0 days 00:01:33.222000,5.0,0,2019,Russian Grand Prix
STR,0 days 00:01:44.155780,2.0,1,0 days 00:01:34.233000,14.0,0,2019,Russian Grand Prix
VER,0 days 00:01:42.933360,2.0,1,0 days 00:01:32.310000,9.0,0,2019,Russian Grand Prix
VET,0 days 00:01:40.204375,1.0,1,0 days 00:01:32.053000,3.0,0,2019,Russian Grand Prix
