Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
ALO,0 days 00:03:47.661000,1.0,1,0 days 00:01:58.205000,12.0,0,2021,Belgian Grand Prix
BOT,0 days 00:03:49.485000,1.0,1,0 days 00:01:56.295000,13.0,0,2021,Belgian Grand Prix
GAS,0 days 00:03:37.248000,1.0,1,0 days 00:01:56.440000,6.0,0,2021,Belgian Grand Prix
GIO,0 days 00:03:51.234000,1.0,1,0 days 00:02:02.306000,14.0,0,2021,Belgian Grand Prix
HAM,0 days 00:03:29.672000,1.0,1,0 days 00:01:56.229000,3.0,0,2021,Belgian Grand Prix
LAT,0 days 00:03:42.556000,1.0,1,0 days 00:01:58.056000,10.0,0,2021,Belgian Grand Prix
LEC,0 days 00:03:39.679000,1.0,1,0 days 00:01:57.721000,9.0,0,2021,Belgian Grand Prix
MAZ,0 days 00:03:59.064000,1.0,1,0 days 00:02:04.939000,18.0,0,2021,Belgian Grand Prix
MSC,0 days 00:03:56.578000,1.0,1,0 days 00:02:03.973000,17.0,0,2021,Belgian Grand Prix
NOR,0 days 00:03:54.181000,1.0,1,0 days 00:01:56.025000,15.0,0,2021,Belgian Grand Prix
OCO,0 days 00:03:38.650000,1.0,1,0 days 00:01:57.354000,8.0,0,2021,Belgian Grand Prix
PER,0 days 00:04:05.276000,1.0,1,0 days 00:01:56.886000,0.0,0,2021,Belgian Grand Prix
RAI,0 days 00:04:03.125000,1.0,1,0 days 00:02:04.452000,0.0,0,2021,Belgian Grand Prix
RIC,0 days 00:03:31.567000,1.0,1,0 days 00:01:57.127000,4.0,0,2021,Belgian Grand Prix
RUS,0 days 00:03:29.066000,1.0,1,0 days 00:01:56.950000,2.0,0,2021,Belgian Grand Prix
SAI,0 days 00:03:43.237000,1.0,1,0 days 00:01:58.137000,11.0,0,2021,Belgian Grand Prix
STR,0 days 00:04:01.179000,1.0,1,0 days 00:01:58.231000,19.0,0,2021,Belgian Grand Prix
TSU,0 days 00:03:55.400000,1.0,1,0 days 00:02:02.413000,16.0,0,2021,Belgian Grand Prix
VER,0 days 00:03:27.071000,1.0,1,0 days 00:01:56.559000,1.0,1,2021,Belgian Grand Prix
VET,0 days 00:03:34.550000,1.0,1,0 days 00:01:56.814000,5.0,0,2021,Belgian Grand Prix
