Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
ALB,0 days 00:01:50.617980,2.0,1,0 days 00:01:42.154000,11.0,0,2019,Azerbaijan Grand Prix
BOT,0 days 00:01:48.096901960,2.0,1,0 days 00:01:40.495000,1.0,1,2019,Azerbaijan Grand Prix
GAS,0 days 00:01:48.450736842,1.0,0,0 days 00:01:41.335000,0.0,0,2019,Azerbaijan Grand Prix
GIO,0 days 00:01:50.667840,2.0,1,0 days 00:01:42.140000,17.0,0,2019,Azerbaijan Grand Prix
GRO,0 days 00:01:52.330289473,2.0,2,0 days 00:01:43.407000,14.0,0,2019,Azerbaijan Grand Prix
HAM,0 days 00:01:48.126784313,2.0,1,0 days 00:01:40.554000,2.0,0,2019,Azerbaijan Grand Prix
HUL,0 days 00:01:51.722500,3.0,2,0 days 00:01:43.427000,15.0,0,2019,Azerbaijan Grand Prix
KUB,0 days 00:01:53.452530612,4.0,3,0 days 00:01:45.455000,0.0,0,2019,Azerbaijan Grand Prix
KVY,0 days 00:01:51.864696969,2.0,2,0 days 00:01:41.681000,6.0,0,2019,Azerbaijan Grand Prix
LEC,0 days 00:01:49.451941176,3.0,2,0 days 00:01:41.426000,8.0,0,2019,Azerbaijan Grand Prix
MAG,0 days 00:01:51.223220,3.0,2,0 days 00:01:42.382000,12.0,0,2019,Azerbaijan Grand Prix
NOR,0 days 00:01:49.244020,3.0,2,0 days 00:01:41.886000,7.0,0,2019,Azerbaijan Grand Prix
PER,0 days 00:01:49.595254901,2.0,1,0 days 00:01:41.593000,5.0,0,2019,Azerbaijan Grand Prix
RAI,0 days 00:01:50.564000,2.0,1,0 days 00:01:42.059000,0.0,0,2019,Azerbaijan Grand Prix
RIC,0 days 00:01:50.398633333,2.0,2,0 days 00:01:42.477000,10.0,0,2019,Azerbaijan Grand Prix
RUS,0 days 00:01:51.889500,3.0,2,0 days 00:01:45.062000,16.0,0,2019,Azerbaijan Grand Prix
SAI,0 days 00:01:49.740549019,2.0,1,0 days 00:01:41.936000,9.0,0,2019,Azerbaijan Grand Prix
STR,0 days 00:01:50.132509803,2.0,1,0 days 00:01:42.630000,13.0,0,2019,Azerbaijan Grand Prix
VER,0 days 00:01:48.439901960,2.0,1,0 days 00:01:41.069000,4.0,0,2019,Azerbaijan Grand Prix
VET,0 days 00:01:48.327078431,2.0,1,0 days 00:01:40.797000,3.0,0,2019,Azerbaijan Grand Prix
