Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
ALO,0 days 00:01:28.784483870,1.0,1,0 days 00:01:21.829000,6.0,0,2022,Italian Grand Prix
BOT,0 days 00:01:32.844769230,2.0,1,0 days 00:01:22.235000,15.0,0,2022,Italian Grand Prix
DEV,0 days 00:01:31.219490566,2.0,1,0 days 00:01:22.176000,8.0,0,2022,Italian Grand Prix
GAS,0 days 00:01:31.205792452,2.0,1,0 days 00:01:21.910000,5.0,0,2022,Italian Grand Prix
HAM,0 days 00:01:31.186622641,2.0,1,0 days 00:01:21.524000,19.0,0,2022,Italian Grand Prix
LAT,0 days 00:01:32.890442307,3.0,2,0 days 00:01:22.587000,10.0,0,2022,Italian Grand Prix
LEC,0 days 00:01:31.131264150,4.0,3,0 days 00:01:20.161000,1.0,0,2022,Italian Grand Prix
MAG,0 days 00:01:32.926096153,3.0,2,0 days 00:01:22.399000,16.0,0,2022,Italian Grand Prix
MSC,0 days 00:01:31.246415094,2.0,1,0 days 00:01:23.005000,17.0,0,2022,Italian Grand Prix
NOR,0 days 00:01:31.202226415,3.0,2,0 days 00:01:21.584000,3.0,0,2022,Italian Grand Prix
OCO,0 days 00:01:31.242150943,2.0,1,0 days 00:01:22.130000,14.0,0,2022,Italian Grand Prix
PER,0 days 00:01:31.200037735,3.0,2,0 days 00:01:21.206000,13.0,0,2022,Italian Grand Prix
RIC,0 days 00:01:28.488533333,2.0,1,0 days 00:01:21.855000,4.0,0,2022,Italian Grand Prix
RUS,0 days 00:01:29.938673076,3.0,2,0 days 00:01:21.542000,2.0,0,2022,Italian Grand Prix
SAI,0 days 00:01:31.180603773,3.0,2,0 days 00:01:20.429000,18.0,0,2022,Italian Grand Prix
STR,0 days 00:01:29.491102564,2.0,2,0 days 00:01:22.748000,12.0,0,2022,Italian Grand Prix
TSU,0 days 00:01:32.862903846,3.0,2,0 days 00:01:22.020000,20.0,0,2022,Italian Grand Prix
VER,0 days 00:01:31.085113207,3.0,2,0 days 00:01:20.306000,7.0,1,2022,Italian Grand Prix
VET,0 days 00:01:28.822500,1.0,0,0 days 00:01:22.636000,11.0,0,2022,Italian Grand Prix
ZHO,0 days 00:01:31.234358490,2.0,1,0 days 00:01:22.003000,9.0,0,2022,Italian Grand Prix
