Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
ALB,0 days 00:01:50.475700,2.0,1,0 days 00:01:42.193000,5.0,0,2020,Belgian Grand Prix
BOT,0 days 00:01:49.274050,2.0,1,0 days 00:01:41.763000,2.0,0,2020,Belgian Grand Prix
GAS,0 days 00:01:50.788650,2.0,1,0 days 00:01:42.745000,12.0,0,2020,Belgian Grand Prix
GIO,0 days 00:01:53.728000,1.0,0,0 days 00:01:43.950000,18.0,0,2020,Belgian Grand Prix
GRO,0 days 00:01:52.983195121,2.0,1,0 days 00:01:43.838000,17.0,0,2020,Belgian Grand Prix
HAM,0 days 00:01:49.023050,2.0,1,0 days 00:01:41.252000,1.0,1,2020,Belgian Grand Prix
KVY,0 days 00:01:51.536825,2.0,1,0 days 00:01:42.730000,11.0,0,2020,Belgian Grand Prix
LAT,0 days 00:01:53.851071428,3.0,2,0 days 00:01:44.138000,19.0,0,2020,Belgian Grand Prix
LEC,0 days 00:01:51.755625,3.0,2,0 days 00:01:42.996000,13.0,0,2020,Belgian Grand Prix
MAG,0 days 00:01:54.048738095,3.0,2,0 days 00:01:44.314000,20.0,0,2020,Belgian Grand Prix
NOR,0 days 00:01:50.810600,2.0,1,0 days 00:01:42.657000,10.0,0,2020,Belgian Grand Prix
OCO,0 days 00:01:50.380775,2.0,1,0 days 00:01:42.396000,6.0,0,2020,Belgian Grand Prix
PER,0 days 00:01:50.980850,2.0,1,0 days 00:01:42.532000,8.0,0,2020,Belgian Grand Prix
RAI,0 days 00:01:51.824000,2.0,1,0 days 00:01:43.743000,16.0,0,2020,Belgian Grand Prix
RIC,0 days 00:01:49.786150,2.0,1,0 days 00:01:42.061000,4.0,0,2020,Belgian Grand Prix
RUS,0 days 00:01:53.975333333,1.0,0,0 days 00:01:43.468000,15.0,0,2020,Belgian Grand Prix
STR,0 days 00:01:50.802800,2.0,1,0 days 00:01:42.491000,9.0,0,2020,Belgian Grand Prix
VER,0 days 00:01:49.545725,2.0,1,0 days 00:01:41.778000,3.0,0,2020,Belgian Grand Prix
VET,0 days 00:01:51.705500,2.0,1,0 days 00:01:43.261000,14.0,0,2020,Belgian Grand Prix
