Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
ALB,0 days 00:01:18.243274193,4.0,3,0 days 00:01:03.746000,4.0,0,2020,Austrian Grand Prix
BOT,0 days 00:01:17.281985074,3.0,2,0 days 00:01:02.939000,1.0,1,2020,Austrian Grand Prix
GAS,0 days 00:01:17.536863636,3.0,2,0 days 00:01:04.305000,12.0,0,2020,Austrian Grand Prix
GIO,0 days 00:01:17.558393939,4.0,3,0 days 00:01:05.175000,18.0,0,2020,Austrian Grand Prix
GRO,0 days 00:01:15.827113636,2.0,2,0 days 00:01:04.691000,15.0,0,2020,Austrian Grand Prix
HAM,0 days 00:01:17.407696969,3.0,2,0 days 00:01:02.951000,5.0,0,2020,Austrian Grand Prix
KVY,0 days 00:01:17.962406250,4.0,3,0 days 00:01:04.431000,13.0,0,2020,Austrian Grand Prix
LAT,0 days 00:01:17.664818181,4.0,3,0 days 00:01:05.757000,20.0,0,2020,Austrian Grand Prix
LEC,0 days 00:01:17.359772727,4.0,3,0 days 00:01:03.923000,7.0,0,2020,Austrian Grand Prix
MAG,0 days 00:01:11.859526315,1.0,0,0 days 00:01:05.164000,16.0,0,2020,Austrian Grand Prix
NOR,0 days 00:01:17.422787878,4.0,3,0 days 00:01:03.626000,3.0,0,2020,Austrian Grand Prix
OCO,0 days 00:01:17.500272727,3.0,2,0 days 00:01:04.643000,14.0,0,2020,Austrian Grand Prix
PER,0 days 00:01:17.490863636,3.0,2,0 days 00:01:03.860000,6.0,0,2020,Austrian Grand Prix
RAI,0 days 00:01:15.561744680,3.0,2,0 days 00:01:05.224000,19.0,0,2020,Austrian Grand Prix
RIC,0 days 00:01:13.879500,1.0,1,0 days 00:01:04.023000,10.0,0,2020,Austrian Grand Prix
RUS,0 days 00:01:14.346325581,2.0,1,0 days 00:01:05.167000,17.0,0,2020,Austrian Grand Prix
SAI,0 days 00:01:17.453196969,4.0,3,0 days 00:01:03.971000,8.0,0,2020,Austrian Grand Prix
STR,0 days 00:01:12.347533333,1.0,1,0 days 00:01:03.955000,9.0,0,2020,Austrian Grand Prix
VER,0 days 00:01:16.822700,1.0,1,0 days 00:01:03.477000,2.0,0,2020,Austrian Grand Prix
VET,0 days 00:01:17.642878787,4.0,3,0 days 00:01:04.206000,11.0,0,2020,Austrian Grand Prix
