Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
ALB,0 days 00:01:25.859610389,3.0,2,0 days 00:01:12.527000,13.0,0,2023,Monaco Grand Prix
ALO,0 days 00:01:24.101294871,3.0,2,0 days 00:01:11.449000,2.0,0,2023,Monaco Grand Prix
BOT,0 days 00:01:25.207051948,2.0,1,0 days 00:01:12.625000,15.0,0,2023,Monaco Grand Prix
DEV,0 days 00:01:25.575285714,2.0,1,0 days 00:01:12.428000,12.0,0,2023,Monaco Grand Prix
GAS,0 days 00:01:24.542846153,3.0,2,0 days 00:01:11.933000,7.0,0,2023,Monaco Grand Prix
HAM,0 days 00:01:24.244128205,3.0,2,0 days 00:01:11.725000,5.0,0,2023,Monaco Grand Prix
HUL,0 days 00:01:26.585342105,4.0,3,0 days 00:01:13.279000,18.0,0,2023,Monaco Grand Prix
LEC,0 days 00:01:24.536794871,3.0,2,0 days 00:01:11.471000,6.0,0,2023,Monaco Grand Prix
MAG,0 days 00:01:26.445449275,2.0,2,0 days 00:01:13.270000,17.0,0,2023,Monaco Grand Prix
NOR,0 days 00:01:24.883649350,3.0,2,0 days 00:01:12.254000,10.0,0,2023,Monaco Grand Prix
OCO,0 days 00:01:24.217564102,3.0,2,0 days 00:01:11.553000,3.0,0,2023,Monaco Grand Prix
PER,0 days 00:01:26.592157894,6.0,5,0 days 00:01:13.850000,20.0,0,2023,Monaco Grand Prix
PIA,0 days 00:01:25.012194805,2.0,1,0 days 00:01:12.395000,11.0,0,2023,Monaco Grand Prix
RUS,0 days 00:01:24.400820512,2.0,1,0 days 00:01:11.964000,8.0,0,2023,Monaco Grand Prix
SAI,0 days 00:01:24.556038461,3.0,2,0 days 00:01:11.630000,4.0,0,2023,Monaco Grand Prix
SAR,0 days 00:01:26.907407894,4.0,3,0 days 00:01:13.113000,16.0,0,2023,Monaco Grand Prix
STR,0 days 00:01:20.782471698,2.0,1,0 days 00:01:12.623000,14.0,0,2023,Monaco Grand Prix
TSU,0 days 00:01:26.046381578,2.0,1,0 days 00:01:12.082000,9.0,0,2023,Monaco Grand Prix
VER,0 days 00:01:23.743333333,2.0,1,0 days 00:01:11.365000,1.0,1,2023,Monaco Grand Prix
ZHO,0 days 00:01:25.764051948,3.0,2,0 days 00:01:13.523000,19.0,0,2023,Monaco Grand Prix
