Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
ALB,0 days 00:01:47.645452830,3.0,2,0 days 00:01:36.368000,8.0,0,2022,United States Grand Prix
ALO,0 days 00:01:46.302134615,3.0,2,0 days 00:01:35.876000,14.0,0,2022,United States Grand Prix
BOT,0 days 00:01:45.768937500,2.0,1,0 days 00:01:36.319000,7.0,0,2022,United States Grand Prix
GAS,0 days 00:01:46.012666666,3.0,2,0 days 00:01:36.577000,11.0,0,2022,United States Grand Prix
HAM,0 days 00:01:43.157060,3.0,2,0 days 00:01:34.947000,3.0,0,2022,United States Grand Prix
LAT,0 days 00:01:48.123811320,3.0,2,0 days 00:01:37.244000,17.0,0,2022,United States Grand Prix
LEC,0 days 00:01:43.090340,3.0,2,0 days 00:01:34.421000,12.0,0,2022,United States Grand Prix
MAG,0 days 00:01:47.418150943,2.0,1,0 days 00:01:36.949000,13.0,0,2022,United States Grand Prix
MSC,0 days 00:01:47.745452830,3.0,2,0 days 00:01:37.111000,16.0,0,2022,United States Grand Prix
NOR,0 days 00:01:47.362339622,3.0,2,0 days 00:01:35.690000,6.0,0,2022,United States Grand Prix
OCO,0 days 00:01:47.646018867,3.0,2,0 days 00:01:37.068000,0.0,0,2022,United States Grand Prix
PER,0 days 00:01:43.417720,3.0,2,0 days 00:01:34.645000,9.0,0,2022,United States Grand Prix
RIC,0 days 00:01:48.883796296,3.0,2,0 days 00:01:37.046000,15.0,0,2022,United States Grand Prix
RUS,0 days 00:01:44.327520,4.0,3,0 days 00:01:34.988000,4.0,0,2022,United States Grand Prix
SAI,0 days 00:01:55.016000,1.0,1,0 days 00:01:34.356000,1.0,0,2022,United States Grand Prix
STR,0 days 00:01:48.429157894,2.0,1,0 days 00:01:35.598000,5.0,0,2022,United States Grand Prix
TSU,0 days 00:01:47.702830188,3.0,2,0 days 00:01:36.439000,19.0,0,2022,United States Grand Prix
VER,0 days 00:01:42.957380,3.0,2,0 days 00:01:34.448000,2.0,1,2022,United States Grand Prix
VET,0 days 00:01:44.428300,3.0,2,0 days 00:01:36.398000,10.0,0,2022,United States Grand Prix
ZHO,0 days 00:01:48.410759259,3.0,2,0 days 00:01:36.196000,18.0,0,2022,United States Grand Prix
