Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
ALB,0 days 00:01:21.416585714,2.0,1,0 days 00:01:18.725000,9.0,0,2023,Canadian Grand Prix
ALO,0 days 00:01:20.684542857,3.0,2,0 days 00:01:19.776000,2.0,0,2023,Canadian Grand Prix
BOT,0 days 00:01:21.468285714,2.0,1,0 days 00:01:21.821000,14.0,0,2023,Canadian Grand Prix
DEV,0 days 00:01:22.801666666,3.0,2,0 days 00:01:23.137000,17.0,0,2023,Canadian Grand Prix
GAS,0 days 00:01:21.479957142,3.0,2,0 days 00:01:22.886000,15.0,0,2023,Canadian Grand Prix
HAM,0 days 00:01:20.750228571,3.0,2,0 days 00:01:20.426000,3.0,0,2023,Canadian Grand Prix
HUL,0 days 00:01:21.960739130,3.0,2,0 days 00:01:20.305000,5.0,0,2023,Canadian Grand Prix
LEC,0 days 00:01:20.814228571,2.0,1,0 days 00:01:20.615000,10.0,0,2023,Canadian Grand Prix
MAG,0 days 00:01:22.733434782,3.0,2,0 days 00:01:21.678000,13.0,0,2023,Canadian Grand Prix
NOR,0 days 00:01:21.453014285,3.0,2,0 days 00:01:19.347000,7.0,0,2023,Canadian Grand Prix
OCO,0 days 00:01:21.429142857,3.0,2,0 days 00:01:20.406000,6.0,0,2023,Canadian Grand Prix
PER,0 days 00:01:21.276800,3.0,2,0 days 00:01:20.959000,12.0,0,2023,Canadian Grand Prix
PIA,0 days 00:01:21.477842857,3.0,2,0 days 00:01:19.659000,8.0,0,2023,Canadian Grand Prix
RUS,0 days 00:01:20.179846153,2.0,2,0 days 00:01:20.098000,4.0,0,2023,Canadian Grand Prix
SAI,0 days 00:01:20.855542857,2.0,1,0 days 00:01:19.856000,11.0,0,2023,Canadian Grand Prix
SAR,0 days 00:01:21.678666666,1.0,0,0 days 00:01:23.337000,18.0,0,2023,Canadian Grand Prix
STR,0 days 00:01:21.467857142,3.0,2,0 days 00:01:21.484000,16.0,0,2023,Canadian Grand Prix
TSU,0 days 00:01:21.596728571,3.0,2,0 days 00:01:22.746000,19.0,0,2023,Canadian Grand Prix
VER,0 days 00:01:20.547828571,3.0,2,0 days 00:01:19.092000,1.0,1,2023,Canadian Grand Prix
ZHO,0 days 00:01:21.967028985,3.0,2,0 days 00:01:23.342000,20.0,0,2023,Canadian Grand Prix
