Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
ALB,0 days 00:01:24.988514285,5.0,4,0 days 00:01:11.419000,4.0,0,2023,Dutch Grand Prix
ALO,0 days 00:01:25.246774647,6.0,5,0 days 00:01:11.506000,5.0,0,2023,Dutch Grand Prix
BOT,0 days 00:01:25.774757142,6.0,5,0 days 00:01:22.260000,18.0,0,2023,Dutch Grand Prix
GAS,0 days 00:01:24.489300,6.0,5,0 days 00:01:20.128000,12.0,0,2023,Dutch Grand Prix
HAM,0 days 00:01:24.653271428,6.0,5,0 days 00:01:20.151000,13.0,0,2023,Dutch Grand Prix
HUL,0 days 00:01:25.618385714,6.0,5,0 days 00:01:20.250000,14.0,0,2023,Dutch Grand Prix
LAW,0 days 00:01:25.921314285,8.0,7,0 days 00:01:23.420000,19.0,0,2023,Dutch Grand Prix
LEC,0 days 00:01:27.349878048,3.0,3,0 days 00:01:12.665000,9.0,0,2023,Dutch Grand Prix
MAG,0 days 00:01:26.855718309,7.0,6,0 days 00:01:22.192000,0.0,0,2023,Dutch Grand Prix
NOR,0 days 00:01:24.886957142,7.0,6,0 days 00:01:11.104000,2.0,0,2023,Dutch Grand Prix
OCO,0 days 00:01:25.207742857,7.0,6,0 days 00:01:22.110000,16.0,0,2023,Dutch Grand Prix
PER,0 days 00:01:24.497385714,7.0,6,0 days 00:01:11.880000,7.0,0,2023,Dutch Grand Prix
PIA,0 days 00:01:25.140800,6.0,5,0 days 00:01:11.938000,8.0,0,2023,Dutch Grand Prix
RUS,0 days 00:01:25.503157142,8.0,7,0 days 00:01:11.294000,3.0,0,2023,Dutch Grand Prix
SAI,0 days 00:01:24.591542857,6.0,5,0 days 00:01:11.754000,6.0,0,2023,Dutch Grand Prix
SAR,0 days 00:01:33.030571428,1.0,0,0 days 00:01:16.748000,10.0,0,2023,Dutch Grand Prix
STR,0 days 00:01:25.591014285,8.0,7,0 days 00:01:20.121000,11.0,0,2023,Dutch Grand Prix
TSU,0 days 00:01:25.575457142,6.0,5,0 days 00:01:20.230000,17.0,0,2023,Dutch Grand Prix
VER,0 days 00:01:24.772816901,7.0,6,0 days 00:01:10.567000,1.0,1,2023,Dutch Grand Prix
ZHO,0 days 00:01:24.215161290,5.0,4,0 days 00:01:22.067000,15.0,0,2023,Dutch Grand Prix
