Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
ALB,0 days 00:01:25.764072463,3.0,2,0 days 00:01:18.917000,16.0,0,2023,Hungarian Grand Prix
ALO,0 days 00:01:25.204900,3.0,2,0 days 00:01:17.035000,8.0,0,2023,Hungarian Grand Prix
BOT,0 days 00:01:25.778449275,3.0,2,0 days 00:01:17.034000,7.0,0,2023,Hungarian Grand Prix
GAS,0 days 00:02:04.981000,1.0,1,0 days 00:01:18.045000,15.0,0,2023,Hungarian Grand Prix
HAM,0 days 00:01:24.682400,3.0,2,0 days 00:01:16.609000,1.0,0,2023,Hungarian Grand Prix
HUL,0 days 00:01:26.085971014,3.0,2,0 days 00:01:17.186000,10.0,0,2023,Hungarian Grand Prix
LEC,0 days 00:01:25.056442857,3.0,2,0 days 00:01:16.992000,6.0,0,2023,Hungarian Grand Prix
MAG,0 days 00:01:26.536014492,3.0,2,0 days 00:01:19.206000,19.0,0,2023,Hungarian Grand Prix
NOR,0 days 00:01:24.605214285,3.0,2,0 days 00:01:16.694000,3.0,0,2023,Hungarian Grand Prix
OCO,0 days 00:01:44.073000,1.0,1,0 days 00:01:17.841000,12.0,0,2023,Hungarian Grand Prix
PER,0 days 00:01:24.660528571,3.0,2,0 days 00:01:17.045000,9.0,0,2023,Hungarian Grand Prix
PIA,0 days 00:01:25.017228571,3.0,2,0 days 00:01:16.905000,4.0,0,2023,Hungarian Grand Prix
RIC,0 days 00:01:25.867985507,3.0,2,0 days 00:01:18.002000,13.0,0,2023,Hungarian Grand Prix
RUS,0 days 00:01:25.063700,3.0,2,0 days 00:01:19.027000,18.0,0,2023,Hungarian Grand Prix
SAI,0 days 00:01:25.138671428,3.0,2,0 days 00:01:17.703000,11.0,0,2023,Hungarian Grand Prix
SAR,0 days 00:01:26.406328358,3.0,3,0 days 00:01:19.248000,20.0,0,2023,Hungarian Grand Prix
STR,0 days 00:01:25.554333333,3.0,2,0 days 00:01:17.861000,14.0,0,2023,Hungarian Grand Prix
TSU,0 days 00:01:26.089521739,3.0,2,0 days 00:01:18.919000,17.0,0,2023,Hungarian Grand Prix
VER,0 days 00:01:24.123342857,3.0,2,0 days 00:01:16.612000,2.0,1,2023,Hungarian Grand Prix
ZHO,0 days 00:01:26.219202898,3.0,2,0 days 00:01:16.971000,5.0,0,2023,Hungarian Grand Prix
