Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
ALO,0 days 00:01:17.705350649,2.0,1,0 days 00:01:12.205000,17.0,0,2021,Monaco Grand Prix
BOT,0 days 00:01:16.793000,1.0,1,0 days 00:01:10.601000,3.0,0,2021,Monaco Grand Prix
GAS,0 days 00:01:16.804051282,2.0,1,0 days 00:01:10.900000,6.0,0,2021,Monaco Grand Prix
GIO,0 days 00:01:17.653532467,2.0,1,0 days 00:01:11.409000,10.0,0,2021,Monaco Grand Prix
HAM,0 days 00:01:16.987833333,3.0,2,0 days 00:01:11.095000,7.0,0,2021,Monaco Grand Prix
LAT,0 days 00:01:18.048116883,2.0,1,0 days 00:01:12.366000,18.0,0,2021,Monaco Grand Prix
MAZ,0 days 00:01:19.664840,2.0,1,0 days 00:01:12.958000,19.0,0,2021,Monaco Grand Prix
NOR,0 days 00:01:16.362141025,2.0,1,0 days 00:01:10.620000,5.0,0,2021,Monaco Grand Prix
OCO,0 days 00:01:17.648129870,2.0,1,0 days 00:01:11.486000,11.0,0,2021,Monaco Grand Prix
PER,0 days 00:01:16.375769230,2.0,1,0 days 00:01:11.019000,9.0,0,2021,Monaco Grand Prix
RAI,0 days 00:01:17.671090909,2.0,1,0 days 00:01:11.642000,14.0,0,2021,Monaco Grand Prix
RIC,0 days 00:01:17.699012987,2.0,1,0 days 00:01:11.598000,12.0,0,2021,Monaco Grand Prix
RUS,0 days 00:01:18.034038961,2.0,1,0 days 00:01:11.830000,15.0,0,2021,Monaco Grand Prix
SAI,0 days 00:01:16.228051282,2.0,1,0 days 00:01:10.611000,4.0,0,2021,Monaco Grand Prix
STR,0 days 00:01:17.168792207,2.0,1,0 days 00:01:11.600000,13.0,0,2021,Monaco Grand Prix
TSU,0 days 00:01:18.057974025,2.0,1,0 days 00:01:12.096000,16.0,0,2021,Monaco Grand Prix
VER,0 days 00:01:16.113076923,2.0,1,0 days 00:01:10.576000,2.0,1,2021,Monaco Grand Prix
VET,0 days 00:01:16.787320512,2.0,1,0 days 00:01:11.309000,8.0,0,2021,Monaco Grand Prix
