Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
ALB,0 days 00:01:30.326901960,3.0,2,0 days 00:01:20.064000,9.0,0,2020,Italian Grand Prix
BOT,0 days 00:01:29.868568627,3.0,2,0 days 00:01:18.952000,2.0,0,2020,Italian Grand Prix
GAS,0 days 00:01:29.820588235,3.0,2,0 days 00:01:19.909000,10.0,1,2020,Italian Grand Prix
GIO,0 days 00:01:30.882862745,4.0,3,0 days 00:01:21.206000,18.0,0,2020,Italian Grand Prix
GRO,0 days 00:01:30.262666666,3.0,2,0 days 00:01:21.139000,16.0,0,2020,Italian Grand Prix
HAM,0 days 00:01:28.972780,4.0,3,0 days 00:01:18.887000,1.0,0,2020,Italian Grand Prix
KVY,0 days 00:01:30.082509803,3.0,2,0 days 00:01:20.169000,11.0,0,2020,Italian Grand Prix
LAT,0 days 00:01:30.330372549,3.0,2,0 days 00:01:21.717000,20.0,0,2020,Italian Grand Prix
LEC,0 days 00:01:32.507739130,2.0,2,0 days 00:01:20.273000,13.0,0,2020,Italian Grand Prix
MAG,0 days 00:01:29.167764705,2.0,2,0 days 00:01:20.869000,15.0,0,2020,Italian Grand Prix
NOR,0 days 00:01:29.876019607,3.0,2,0 days 00:01:19.820000,6.0,0,2020,Italian Grand Prix
OCO,0 days 00:01:30.012823529,3.0,2,0 days 00:01:20.234000,12.0,0,2020,Italian Grand Prix
PER,0 days 00:01:30.084509803,3.0,2,0 days 00:01:19.718000,4.0,0,2020,Italian Grand Prix
RAI,0 days 00:01:30.527901960,3.0,2,0 days 00:01:20.926000,14.0,0,2020,Italian Grand Prix
RIC,0 days 00:01:29.847705882,3.0,2,0 days 00:01:19.864000,7.0,0,2020,Italian Grand Prix
RUS,0 days 00:01:30.323823529,3.0,2,0 days 00:01:21.587000,19.0,0,2020,Italian Grand Prix
SAI,0 days 00:01:29.735156862,3.0,2,0 days 00:01:19.695000,3.0,0,2020,Italian Grand Prix
STR,0 days 00:01:29.922941176,2.0,1,0 days 00:01:19.924000,8.0,0,2020,Italian Grand Prix
VER,0 days 00:01:34.471392857,3.0,3,0 days 00:01:19.780000,5.0,0,2020,Italian Grand Prix
VET,0 days 00:01:38.141666666,1.0,1,0 days 00:01:21.151000,17.0,0,2020,Italian Grand Prix
