Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
ALB,0 days 00:01:43.626357142,3.0,2,0 days 00:01:36.315000,15.0,0,2023,United States Grand Prix
ALO,0 days 00:01:43.637285714,3.0,3,0 days 00:01:36.268000,19.0,0,2023,United States Grand Prix
BOT,0 days 00:01:43.927910714,3.0,2,0 days 00:01:35.858000,13.0,0,2023,United States Grand Prix
GAS,0 days 00:01:43.024250,3.0,2,0 days 00:01:35.089000,7.0,0,2023,United States Grand Prix
HAM,0 days 00:01:42.206910714,3.0,2,0 days 00:01:34.862000,3.0,0,2023,United States Grand Prix
HUL,0 days 00:01:43.772607142,3.0,2,0 days 00:01:36.235000,18.0,0,2023,United States Grand Prix
LEC,0 days 00:01:42.607571428,2.0,1,0 days 00:01:34.723000,1.0,0,2023,United States Grand Prix
MAG,0 days 00:01:44.171527272,3.0,2,0 days 00:01:35.880000,17.0,0,2023,United States Grand Prix
NOR,0 days 00:01:42.358785714,3.0,2,0 days 00:01:34.853000,2.0,0,2023,United States Grand Prix
OCO,0 days 00:01:48.074833333,1.0,1,0 days 00:01:35.154000,8.0,0,2023,United States Grand Prix
PER,0 days 00:01:42.496821428,3.0,2,0 days 00:01:35.173000,9.0,0,2023,United States Grand Prix
PIA,0 days 00:01:45.956400,1.0,1,0 days 00:01:35.467000,10.0,0,2023,United States Grand Prix
RIC,0 days 00:01:44.185709090,3.0,2,0 days 00:01:35.974000,14.0,0,2023,United States Grand Prix
RUS,0 days 00:01:42.613589285,3.0,2,0 days 00:01:35.079000,5.0,0,2023,United States Grand Prix
SAI,0 days 00:01:42.437428571,3.0,2,0 days 00:01:34.945000,4.0,0,2023,United States Grand Prix
SAR,0 days 00:01:43.738571428,3.0,2,0 days 00:01:36.827000,16.0,0,2023,United States Grand Prix
STR,0 days 00:01:43.036750,3.0,2,0 days 00:01:36.589000,20.0,0,2023,United States Grand Prix
TSU,0 days 00:01:43.495482142,4.0,3,0 days 00:01:35.697000,11.0,0,2023,United States Grand Prix
VER,0 days 00:01:42.167178571,3.0,2,0 days 00:01:34.718000,6.0,1,2023,United States Grand Prix
ZHO,0 days 00:01:44.089781818,3.0,2,0 days 00:01:35.698000,12.0,0,2023,United States Grand Prix
