Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
ALO,0 days 00:01:40.442735849,2.0,1,0 days 00:01:31.340000,9.0,0,2021,French Grand Prix
BOT,0 days 00:01:39.252603773,2.0,1,0 days 00:01:30.376000,3.0,0,2021,French Grand Prix
GAS,0 days 00:01:40.422000,2.0,1,0 days 00:01:30.868000,6.0,0,2021,French Grand Prix
GIO,0 days 00:01:41.218576923,2.0,1,0 days 00:01:31.813000,13.0,0,2021,French Grand Prix
HAM,0 days 00:01:39.031584905,2.0,1,0 days 00:01:30.248000,2.0,0,2021,French Grand Prix
LAT,0 days 00:01:41.331173076,2.0,1,0 days 00:01:33.062000,16.0,0,2021,French Grand Prix
LEC,0 days 00:01:41.281615384,3.0,2,0 days 00:01:30.987000,7.0,0,2021,French Grand Prix
MAZ,0 days 00:01:42.192346153,2.0,1,0 days 00:01:33.554000,18.0,0,2021,French Grand Prix
MSC,0 days 00:01:41.921288461,2.0,1,0 days 00:01:32.942000,15.0,0,2021,French Grand Prix
NOR,0 days 00:01:40.184943396,2.0,1,0 days 00:01:31.252000,8.0,0,2021,French Grand Prix
OCO,0 days 00:01:41.132442307,2.0,1,0 days 00:01:31.736000,11.0,0,2021,French Grand Prix
PER,0 days 00:01:39.143037735,2.0,1,0 days 00:01:30.445000,4.0,0,2021,French Grand Prix
RAI,0 days 00:01:41.316423076,2.0,1,0 days 00:01:33.354000,17.0,0,2021,French Grand Prix
RIC,0 days 00:01:40.408056603,2.0,1,0 days 00:01:31.382000,10.0,0,2021,French Grand Prix
RUS,0 days 00:01:41.034980769,2.0,1,0 days 00:01:32.065000,14.0,0,2021,French Grand Prix
SAI,0 days 00:01:40.851075471,2.0,1,0 days 00:01:30.840000,5.0,0,2021,French Grand Prix
STR,0 days 00:01:40.711622641,2.0,1,0 days 00:01:32.122000,19.0,0,2021,French Grand Prix
VER,0 days 00:01:38.976792452,3.0,2,0 days 00:01:29.990000,1.0,1,2021,French Grand Prix
VET,0 days 00:01:40.479924528,2.0,1,0 days 00:01:31.767000,12.0,0,2021,French Grand Prix
