Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
ALB,0 days 00:01:43.640631578,4.0,3,0 days 00:01:32.664000,14.0,0,2022,Bahrain Grand Prix
ALO,0 days 00:01:43.087263157,4.0,3,0 days 00:01:31.621000,8.0,0,2022,Bahrain Grand Prix
BOT,0 days 00:01:42.977245614,4.0,3,0 days 00:01:31.560000,6.0,0,2022,Bahrain Grand Prix
GAS,0 days 00:01:40.781022727,3.0,2,0 days 00:01:31.635000,10.0,0,2022,Bahrain Grand Prix
HAM,0 days 00:01:42.864192982,4.0,3,0 days 00:01:31.048000,5.0,0,2022,Bahrain Grand Prix
HUL,0 days 00:01:43.814263157,4.0,3,0 days 00:01:32.777000,17.0,0,2022,Bahrain Grand Prix
LAT,0 days 00:01:43.778578947,4.0,3,0 days 00:01:33.634000,20.0,0,2022,Bahrain Grand Prix
LEC,0 days 00:01:40.697709090,4.0,3,0 days 00:01:30.558000,1.0,1,2022,Bahrain Grand Prix
MAG,0 days 00:01:42.953298245,4.0,3,0 days 00:01:31.461000,7.0,0,2022,Bahrain Grand Prix
MSC,0 days 00:01:43.265929824,3.0,2,0 days 00:01:31.998000,12.0,0,2022,Bahrain Grand Prix
NOR,0 days 00:01:43.682789473,4.0,3,0 days 00:01:32.008000,13.0,0,2022,Bahrain Grand Prix
OCO,0 days 00:01:43.035210526,4.0,3,0 days 00:01:31.782000,11.0,0,2022,Bahrain Grand Prix
PER,0 days 00:01:42.955803571,4.0,3,0 days 00:01:30.921000,4.0,0,2022,Bahrain Grand Prix
RIC,0 days 00:01:43.658929824,4.0,3,0 days 00:01:32.945000,18.0,0,2022,Bahrain Grand Prix
RUS,0 days 00:01:42.040107142,4.0,3,0 days 00:01:31.252000,9.0,0,2022,Bahrain Grand Prix
SAI,0 days 00:01:42.792666666,4.0,3,0 days 00:01:30.687000,3.0,0,2022,Bahrain Grand Prix
STR,0 days 00:01:43.499245614,4.0,3,0 days 00:01:33.032000,19.0,0,2022,Bahrain Grand Prix
TSU,0 days 00:01:43.052105263,4.0,3,0 days 00:01:32.750000,16.0,0,2022,Bahrain Grand Prix
VER,0 days 00:01:42.753433962,4.0,4,0 days 00:01:30.681000,2.0,0,2022,Bahrain Grand Prix
ZHO,0 days 00:01:42.161071428,4.0,3,0 days 00:01:32.387000,15.0,0,2022,Bahrain Grand Prix
