Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
ALB,0 days 00:01:32.096923076,3.0,2,0 days 00:01:12.485000,10.0,0,2024,Canadian Grand Prix
ALO,0 days 00:01:30.934814285,3.0,2,0 days 00:01:12.228000,6.0,0,2024,Canadian Grand Prix
BOT,0 days 00:01:31.263057142,2.0,1,0 days 00:01:13.366000,19.0,0,2024,Canadian Grand Prix
GAS,0 days 00:01:31.113542857,3.0,2,0 days 00:01:12.940000,15.0,0,2024,Canadian Grand Prix
HAM,0 days 00:01:30.754885714,4.0,3,0 days 00:01:11.979000,7.0,0,2024,Canadian Grand Prix
HUL,0 days 00:01:31.125014285,4.0,3,0 days 00:01:13.978000,17.0,0,2024,Canadian Grand Prix
LEC,0 days 00:01:36.082700,4.0,4,0 days 00:01:12.691000,11.0,0,2024,Canadian Grand Prix
MAG,0 days 00:01:31.131142857,5.0,4,0 days 00:01:12.916000,14.0,0,2024,Canadian Grand Prix
NOR,0 days 00:01:30.740085714,3.0,2,0 days 00:01:12.021000,3.0,0,2024,Canadian Grand Prix
OCO,0 days 00:01:31.117714285,2.0,1,0 days 00:01:13.435000,18.0,0,2024,Canadian Grand Prix
PER,0 days 00:01:32.368000,3.0,3,0 days 00:01:13.326000,16.0,0,2024,Canadian Grand Prix
PIA,0 days 00:01:30.830371428,3.0,2,0 days 00:01:12.103000,4.0,0,2024,Canadian Grand Prix
RIC,0 days 00:01:31.094271428,3.0,2,0 days 00:01:12.178000,5.0,0,2024,Canadian Grand Prix
RUS,0 days 00:01:30.746342857,4.0,3,0 days 00:01:11.742000,1.0,0,2024,Canadian Grand Prix
SAI,0 days 00:01:32.086000,3.0,3,0 days 00:01:12.728000,12.0,0,2024,Canadian Grand Prix
SAR,0 days 00:01:34.109521739,1.0,0,0 days 00:01:12.736000,13.0,0,2024,Canadian Grand Prix
STR,0 days 00:01:31.022171428,3.0,2,0 days 00:01:12.659000,9.0,0,2024,Canadian Grand Prix
TSU,0 days 00:01:31.437442857,2.0,1,0 days 00:01:12.303000,8.0,0,2024,Canadian Grand Prix
VER,0 days 00:01:30.684671428,3.0,2,0 days 00:01:12,2.0,1,2024,Canadian Grand Prix
ZHO,0 days 00:01:32.774710144,4.0,3,0 days 00:01:14.292000,20.0,0,2024,Canadian Grand Prix
