Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
ALO,0 days 00:01:51.571750,4.0,3,0 days 00:01:30.322000,7.0,0,2022,Japanese Grand Prix
BOT,0 days 00:01:53.641666666,3.0,2,0 days 00:01:30.709000,12.0,0,2022,Japanese Grand Prix
GAS,0 days 00:01:54.168083333,5.0,4,0 days 00:01:31.322000,17.0,0,2022,Japanese Grand Prix
HAM,0 days 00:01:51.226708333,3.0,2,0 days 00:01:30.261000,6.0,0,2022,Japanese Grand Prix
LAT,0 days 00:01:52.907083333,3.0,2,0 days 00:01:31.511000,20.0,0,2022,Japanese Grand Prix
LEC,0 days 00:01:50.268083333,3.0,2,0 days 00:01:29.314000,2.0,0,2022,Japanese Grand Prix
MAG,0 days 00:01:53.604166666,3.0,2,0 days 00:01:31.352000,18.0,0,2022,Japanese Grand Prix
MSC,0 days 00:01:53.788250,3.0,2,0 days 00:01:31.152000,15.0,0,2022,Japanese Grand Prix
NOR,0 days 00:01:53.002666666,3.0,2,0 days 00:01:30.473000,10.0,0,2022,Japanese Grand Prix
OCO,0 days 00:01:51.059000,3.0,2,0 days 00:01:30.165000,5.0,0,2022,Japanese Grand Prix
PER,0 days 00:01:50.338208333,3.0,2,0 days 00:01:29.709000,4.0,0,2022,Japanese Grand Prix
RIC,0 days 00:01:52.861041666,3.0,2,0 days 00:01:30.659000,11.0,0,2022,Japanese Grand Prix
RUS,0 days 00:01:51.736208333,3.0,2,0 days 00:01:30.389000,8.0,0,2022,Japanese Grand Prix
STR,0 days 00:01:53.059875,4.0,3,0 days 00:01:31.419000,19.0,0,2022,Japanese Grand Prix
TSU,0 days 00:01:53.056625,4.0,3,0 days 00:01:30.808000,13.0,0,2022,Japanese Grand Prix
VER,0 days 00:01:49.074291666,3.0,2,0 days 00:01:29.304000,1.0,1,2022,Japanese Grand Prix
VET,0 days 00:01:52.042833333,3.0,2,0 days 00:01:30.554000,9.0,0,2022,Japanese Grand Prix
ZHO,0 days 00:01:54.030750,4.0,3,0 days 00:01:30.894000,14.0,0,2022,Japanese Grand Prix
