Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
ALB,0 days 00:01:35.078250,2.0,1,0 days 00:01:26.345000,9.0,0,2019,British Grand Prix
BOT,0 days 00:01:34.103461538,3.0,2,0 days 00:01:25.093000,1.0,0,2019,British Grand Prix
GAS,0 days 00:01:34.291230769,2.0,1,0 days 00:01:25.590000,5.0,0,2019,British Grand Prix
GIO,0 days 00:01:33.932611111,1.0,0,0 days 00:01:26.449000,11.0,0,2019,British Grand Prix
GRO,0 days 00:01:43.075666666,2.0,2,0 days 00:01:26.347000,14.0,0,2019,British Grand Prix
HAM,0 days 00:01:32.133784313,2.0,1,0 days 00:01:25.099000,2.0,1,2019,British Grand Prix
HUL,0 days 00:01:35.022788461,2.0,1,0 days 00:01:26.386000,10.0,0,2019,British Grand Prix
KUB,0 days 00:01:35.973294117,2.0,1,0 days 00:01:28.257000,20.0,0,2019,British Grand Prix
KVY,0 days 00:01:34.907153846,3.0,2,0 days 00:01:26.721000,17.0,0,2019,British Grand Prix
LEC,0 days 00:01:34.203250,3.0,2,0 days 00:01:25.172000,3.0,0,2019,British Grand Prix
MAG,0 days 00:01:52.916333333,2.0,2,0 days 00:01:26.662000,16.0,0,2019,British Grand Prix
NOR,0 days 00:01:35.052557692,3.0,2,0 days 00:01:26.079000,8.0,0,2019,British Grand Prix
PER,0 days 00:01:36.172058823,4.0,3,0 days 00:01:26.649000,15.0,0,2019,British Grand Prix
RAI,0 days 00:01:34.884461538,2.0,1,0 days 00:01:26.546000,12.0,0,2019,British Grand Prix
RIC,0 days 00:01:34.670250,3.0,2,0 days 00:01:26.182000,7.0,0,2019,British Grand Prix
RUS,0 days 00:01:35.761921568,2.0,1,0 days 00:01:27.789000,19.0,0,2019,British Grand Prix
SAI,0 days 00:01:34.655596153,2.0,1,0 days 00:01:26.203000,13.0,0,2019,British Grand Prix
STR,0 days 00:01:35.183423076,3.0,2,0 days 00:01:26.762000,18.0,0,2019,British Grand Prix
VER,0 days 00:01:34.382884615,3.0,2,0 days 00:01:25.276000,4.0,0,2019,British Grand Prix
VET,0 days 00:01:35.782607843,3.0,2,0 days 00:01:25.787000,6.0,0,2019,British Grand Prix
