Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
ALB,0 days 00:01:50.681407407,2.0,1,0 days 00:01:37.411000,6.0,0,2019,Singapore Grand Prix
BOT,0 days 00:01:49.755452830,2.0,1,0 days 00:01:37.142000,5.0,0,2019,Singapore Grand Prix
GAS,0 days 00:01:51.244666666,2.0,1,0 days 00:01:38.699000,11.0,0,2019,Singapore Grand Prix
GIO,0 days 00:01:52.177618181,3.0,2,0 days 00:01:38.697000,10.0,0,2019,Singapore Grand Prix
GRO,0 days 00:01:52.267327272,3.0,2,0 days 00:01:40.277000,17.0,0,2019,Singapore Grand Prix
HAM,0 days 00:01:49.496358490,2.0,1,0 days 00:01:36.408000,2.0,0,2019,Singapore Grand Prix
HUL,0 days 00:01:51.043000,3.0,2,0 days 00:01:38.264000,8.0,0,2019,Singapore Grand Prix
KUB,0 days 00:01:53.860392857,3.0,2,0 days 00:01:41.186000,19.0,0,2019,Singapore Grand Prix
KVY,0 days 00:01:51.475222222,3.0,2,0 days 00:01:39.957000,14.0,0,2019,Singapore Grand Prix
LEC,0 days 00:01:48.999113207,2.0,1,0 days 00:01:36.217000,1.0,0,2019,Singapore Grand Prix
MAG,0 days 00:01:52.379648148,3.0,2,0 days 00:01:39.650000,13.0,0,2019,Singapore Grand Prix
NOR,0 days 00:01:50.944129629,2.0,1,0 days 00:01:37.572000,9.0,0,2019,Singapore Grand Prix
PER,0 days 00:01:51.528435897,2.0,1,0 days 00:01:38.620000,15.0,0,2019,Singapore Grand Prix
RAI,0 days 00:01:51.862813953,2.0,1,0 days 00:01:38.858000,12.0,0,2019,Singapore Grand Prix
RIC,0 days 00:01:52.146481481,2.0,1,0 days 00:01:38.095000,20.0,0,2019,Singapore Grand Prix
RUS,0 days 00:01:51.061823529,2.0,1,0 days 00:01:40.867000,18.0,0,2019,Singapore Grand Prix
SAI,0 days 00:01:52.283818181,3.0,2,0 days 00:01:37.818000,7.0,0,2019,Singapore Grand Prix
STR,0 days 00:01:52.662581818,4.0,3,0 days 00:01:39.979000,16.0,0,2019,Singapore Grand Prix
VER,0 days 00:01:49.198641509,2.0,1,0 days 00:01:36.813000,4.0,0,2019,Singapore Grand Prix
VET,0 days 00:01:48.846056603,2.0,1,0 days 00:01:36.437000,3.0,1,2019,Singapore Grand Prix
