Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
ALB,0 days 00:01:33.528105263,2.0,1,0 days 00:01:27.795000,11.0,0,2023,Miami Grand Prix
ALO,0 days 00:01:32.711333333,2.0,1,0 days 00:01:27.097000,2.0,0,2023,Miami Grand Prix
BOT,0 days 00:01:33.506631578,2.0,1,0 days 00:01:27.564000,10.0,0,2023,Miami Grand Prix
DEV,0 days 00:01:33.810350877,2.0,1,0 days 00:01:28.325000,15.0,0,2023,Miami Grand Prix
GAS,0 days 00:01:33.226508771,2.0,1,0 days 00:01:27.612000,5.0,0,2023,Miami Grand Prix
HAM,0 days 00:01:33.148947368,2.0,1,0 days 00:01:27.846000,13.0,0,2023,Miami Grand Prix
HUL,0 days 00:01:33.564754385,2.0,1,0 days 00:01:27.903000,12.0,0,2023,Miami Grand Prix
LEC,0 days 00:01:33.179456140,2.0,1,0 days 00:01:26.964000,7.0,0,2023,Miami Grand Prix
MAG,0 days 00:01:33.354140350,2.0,1,0 days 00:01:27.673000,4.0,0,2023,Miami Grand Prix
NOR,0 days 00:01:33.788736842,2.0,1,0 days 00:01:28.394000,16.0,0,2023,Miami Grand Prix
OCO,0 days 00:01:33.269543859,2.0,1,0 days 00:01:27.444000,8.0,0,2023,Miami Grand Prix
PER,0 days 00:01:32.344298245,2.0,1,0 days 00:01:26.841000,1.0,0,2023,Miami Grand Prix
PIA,0 days 00:01:34.263410714,2.0,1,0 days 00:01:28.484000,19.0,0,2023,Miami Grand Prix
RUS,0 days 00:01:32.832807017,2.0,1,0 days 00:01:27.743000,6.0,0,2023,Miami Grand Prix
SAI,0 days 00:01:32.907929824,2.0,1,0 days 00:01:27.148000,3.0,0,2023,Miami Grand Prix
SAR,0 days 00:01:34.511232142,2.0,1,0 days 00:01:28.577000,20.0,0,2023,Miami Grand Prix
STR,0 days 00:01:33.385877192,2.0,1,0 days 00:01:28.476000,18.0,0,2023,Miami Grand Prix
TSU,0 days 00:01:33.378070175,2.0,1,0 days 00:01:28.429000,17.0,0,2023,Miami Grand Prix
VER,0 days 00:01:32.249842105,2.0,1,0 days 00:01:26.814000,9.0,1,2023,Miami Grand Prix
ZHO,0 days 00:01:33.625982456,2.0,1,0 days 00:01:28.091000,14.0,0,2023,Miami Grand Prix
