Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
ALB,0 days 00:01:52.230959183,3.0,2,0 days 00:01:44.719000,17.0,0,2022,Azerbaijan Grand Prix
ALO,0 days 00:01:51.644020,2.0,1,0 days 00:01:43.173000,10.0,0,2022,Azerbaijan Grand Prix
BOT,0 days 00:01:51.455395833,2.0,1,0 days 00:01:44.444000,15.0,0,2022,Azerbaijan Grand Prix
GAS,0 days 00:01:51.430780,2.0,1,0 days 00:01:42.845000,6.0,0,2022,Azerbaijan Grand Prix
HAM,0 days 00:01:51.071120,3.0,2,0 days 00:01:42.924000,7.0,0,2022,Azerbaijan Grand Prix
LAT,0 days 00:01:54.208693877,3.0,2,0 days 00:01:45.367000,18.0,0,2022,Azerbaijan Grand Prix
LEC,0 days 00:01:52.386450,2.0,2,0 days 00:01:41.359000,1.0,0,2022,Azerbaijan Grand Prix
MAG,0 days 00:01:52.623161290,2.0,1,0 days 00:01:44.643000,16.0,0,2022,Azerbaijan Grand Prix
MSC,0 days 00:01:53.076918367,3.0,2,0 days 00:01:45.775000,20.0,0,2022,Azerbaijan Grand Prix
NOR,0 days 00:01:52.519549019,2.0,1,0 days 00:01:43.398000,11.0,0,2022,Azerbaijan Grand Prix
OCO,0 days 00:01:51.966480,2.0,1,0 days 00:01:43.585000,13.0,0,2022,Azerbaijan Grand Prix
PER,0 days 00:01:50.042220,3.0,2,0 days 00:01:41.641000,2.0,0,2022,Azerbaijan Grand Prix
RIC,0 days 00:01:51.509080,2.0,1,0 days 00:01:43.574000,12.0,0,2022,Azerbaijan Grand Prix
RUS,0 days 00:01:50.547000,3.0,2,0 days 00:01:42.712000,5.0,0,2022,Azerbaijan Grand Prix
SAI,0 days 00:01:49.805750,1.0,0,0 days 00:01:41.814000,4.0,0,2022,Azerbaijan Grand Prix
STR,0 days 00:01:53.464866666,2.0,2,0 days 00:01:45.371000,19.0,0,2022,Azerbaijan Grand Prix
TSU,0 days 00:01:52.315306122,3.0,2,0 days 00:01:43.056000,8.0,0,2022,Azerbaijan Grand Prix
VER,0 days 00:01:49.641820,3.0,2,0 days 00:01:41.706000,3.0,1,2022,Azerbaijan Grand Prix
VET,0 days 00:01:51.569980,2.0,1,0 days 00:01:43.091000,9.0,0,2022,Azerbaijan Grand Prix
ZHO,0 days 00:01:54.382521739,2.0,2,0 days 00:01:43.777000,14.0,0,2022,Azerbaijan Grand Prix
