Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
ALB,0 days 00:01:50.470250,3.0,2,0 days 00:01:54.473000,10.0,0,2024,Belgian Grand Prix
ALO,0 days 00:01:50.159159090,2.0,1,0 days 00:01:54.258000,8.0,0,2024,Belgian Grand Prix
BOT,0 days 00:01:50.629045454,3.0,2,0 days 00:01:54.764000,14.0,0,2024,Belgian Grand Prix
GAS,0 days 00:01:50.486477272,3.0,2,0 days 00:01:54.635000,12.0,0,2024,Belgian Grand Prix
HAM,0 days 00:01:49.035590909,3.0,2,0 days 00:01:53.835000,3.0,1,2024,Belgian Grand Prix
HUL,0 days 00:01:51.042568181,3.0,2,0 days 00:01:56.308000,16.0,0,2024,Belgian Grand Prix
LEC,0 days 00:01:49.217931818,3.0,2,0 days 00:01:53.754000,1.0,0,2024,Belgian Grand Prix
MAG,0 days 00:01:50.537977272,2.0,1,0 days 00:01:56.500000,17.0,0,2024,Belgian Grand Prix
NOR,0 days 00:01:49.247500,3.0,2,0 days 00:01:53.981000,4.0,0,2024,Belgian Grand Prix
OCO,0 days 00:01:50.218000,3.0,2,0 days 00:01:54.460000,9.0,0,2024,Belgian Grand Prix
PER,0 days 00:01:50.005340909,4.0,3,0 days 00:01:53.765000,2.0,0,2024,Belgian Grand Prix
PIA,0 days 00:01:49.050295454,3.0,2,0 days 00:01:54.027000,5.0,0,2024,Belgian Grand Prix
RIC,0 days 00:01:50.271954545,3.0,2,0 days 00:01:54.682000,13.0,0,2024,Belgian Grand Prix
RUS,0 days 00:01:49.023636363,2.0,1,0 days 00:01:54.095000,6.0,0,2024,Belgian Grand Prix
SAI,0 days 00:01:49.473522727,3.0,2,0 days 00:01:54.112000,7.0,0,2024,Belgian Grand Prix
SAR,0 days 00:01:50.979477272,3.0,2,0 days 00:01:57.230000,18.0,0,2024,Belgian Grand Prix
STR,0 days 00:01:50.455704545,2.0,1,0 days 00:01:55.716000,15.0,0,2024,Belgian Grand Prix
TSU,0 days 00:01:50.767659090,2.0,1,0 days 00:01:56.593000,20.0,0,2024,Belgian Grand Prix
VER,0 days 00:01:49.233318181,3.0,2,0 days 00:01:53.159000,11.0,0,2024,Belgian Grand Prix
ZHO,0 days 00:01:59.807250,1.0,1,0 days 00:01:57.775000,19.0,0,2024,Belgian Grand Prix
