Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
ALB,0 days 00:01:42.973500,1.0,0,0 days 00:01:17.609000,8.0,0,2023,Australian Grand Prix
ALO,0 days 00:01:25.773730769,4.0,3,0 days 00:01:17.139000,4.0,0,2023,Australian Grand Prix
BOT,0 days 00:01:27.864843137,7.0,6,0 days 00:01:18.714000,19.0,0,2023,Australian Grand Prix
DEV,0 days 00:01:28.390607843,5.0,4,0 days 00:01:18.335000,15.0,0,2023,Australian Grand Prix
GAS,0 days 00:01:26.081750,3.0,2,0 days 00:01:17.574000,9.0,0,2023,Australian Grand Prix
HAM,0 days 00:01:27.488886792,4.0,3,0 days 00:01:17.104000,3.0,0,2023,Australian Grand Prix
HUL,0 days 00:01:26.529365384,4.0,3,0 days 00:01:17.412000,10.0,0,2023,Australian Grand Prix
MAG,0 days 00:01:27.232920,3.0,2,0 days 00:01:18.129000,14.0,0,2023,Australian Grand Prix
NOR,0 days 00:01:26.561673076,4.0,3,0 days 00:01:18.119000,13.0,0,2023,Australian Grand Prix
OCO,0 days 00:01:26.749153846,4.0,3,0 days 00:01:17.768000,11.0,0,2023,Australian Grand Prix
PER,0 days 00:01:26.380346153,6.0,5,0 days 00:01:40.187000,20.0,0,2023,Australian Grand Prix
PIA,0 days 00:01:27.279307692,5.0,4,0 days 00:01:18.517000,16.0,0,2023,Australian Grand Prix
RUS,0 days 00:01:33.610800,3.0,2,0 days 00:01:16.968000,2.0,0,2023,Australian Grand Prix
SAI,0 days 00:01:26.093807692,5.0,4,0 days 00:01:17.270000,5.0,0,2023,Australian Grand Prix
SAR,0 days 00:01:28.215843137,7.0,6,0 days 00:01:18.557000,18.0,0,2023,Australian Grand Prix
STR,0 days 00:01:26.121269230,4.0,3,0 days 00:01:17.308000,6.0,0,2023,Australian Grand Prix
TSU,0 days 00:01:27.798346153,5.0,4,0 days 00:01:18.099000,12.0,0,2023,Australian Grand Prix
VER,0 days 00:01:25.469384615,4.0,3,0 days 00:01:16.732000,1.0,1,2023,Australian Grand Prix
ZHO,0 days 00:01:27.850134615,6.0,5,0 days 00:01:18.540000,17.0,0,2023,Australian Grand Prix
