Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
ALB,0 days 00:01:54.696227272,4.0,3,0 days 00:02:00.314000,15.0,0,2023,Belgian Grand Prix
ALO,0 days 00:01:53.787136363,3.0,2,0 days 00:01:47.843000,9.0,0,2023,Belgian Grand Prix
BOT,0 days 00:01:54.446386363,3.0,2,0 days 00:01:54.694000,13.0,0,2023,Belgian Grand Prix
GAS,0 days 00:01:54.398500,2.0,1,0 days 00:01:53.671000,12.0,0,2023,Belgian Grand Prix
HAM,0 days 00:01:53.639113636,4.0,3,0 days 00:01:47.087000,3.0,0,2023,Belgian Grand Prix
HUL,0 days 00:01:55.020454545,3.0,2,0 days 00:02:03.166000,20.0,0,2023,Belgian Grand Prix
LEC,0 days 00:01:53.243386363,3.0,2,0 days 00:01:46.988000,1.0,0,2023,Belgian Grand Prix
MAG,0 days 00:01:54.822818181,3.0,2,0 days 00:01:54.160000,16.0,0,2023,Belgian Grand Prix
NOR,0 days 00:01:54.185659090,3.0,2,0 days 00:01:47.669000,7.0,0,2023,Belgian Grand Prix
OCO,0 days 00:01:54.208386363,3.0,2,0 days 00:01:56.372000,14.0,0,2023,Belgian Grand Prix
PER,0 days 00:01:53.017159090,3.0,2,0 days 00:01:47.045000,2.0,0,2023,Belgian Grand Prix
RIC,0 days 00:01:54.852750,3.0,2,0 days 00:01:59.483000,19.0,0,2023,Belgian Grand Prix
RUS,0 days 00:01:53.944340909,2.0,1,0 days 00:01:47.805000,8.0,0,2023,Belgian Grand Prix
SAI,0 days 00:01:57.123695652,2.0,2,0 days 00:01:47.152000,4.0,0,2023,Belgian Grand Prix
SAR,0 days 00:01:54.884681818,4.0,3,0 days 00:02:01.535000,18.0,0,2023,Belgian Grand Prix
STR,0 days 00:01:54.313409090,2.0,1,0 days 00:01:48.841000,10.0,0,2023,Belgian Grand Prix
TSU,0 days 00:01:54.333431818,3.0,2,0 days 00:01:53.148000,11.0,0,2023,Belgian Grand Prix
VER,0 days 00:01:52.510227272,3.0,2,0 days 00:01:46.168000,6.0,1,2023,Belgian Grand Prix
ZHO,0 days 00:01:54.679340909,3.0,2,0 days 00:02:00.832000,17.0,0,2023,Belgian Grand Prix
