Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
ALB,0 days 00:01:41.280777777,2.0,1,0 days 00:01:33.323000,5.0,0,2023,Las Vegas Grand Prix
ALO,0 days 00:01:42.586608695,3.0,2,0 days 00:01:33.555000,9.0,0,2023,Las Vegas Grand Prix
BOT,0 days 00:01:47.447020408,3.0,2,0 days 00:01:33.525000,7.0,0,2023,Las Vegas Grand Prix
GAS,0 days 00:01:40.989355555,2.0,1,0 days 00:01:33.239000,4.0,0,2023,Las Vegas Grand Prix
HAM,0 days 00:01:42.537369565,3.0,2,0 days 00:01:33.837000,10.0,0,2023,Las Vegas Grand Prix
HUL,0 days 00:01:43.429487804,3.0,2,0 days 00:01:33.979000,13.0,0,2023,Las Vegas Grand Prix
LEC,0 days 00:01:39.869688888,2.0,1,0 days 00:01:32.726000,1.0,0,2023,Las Vegas Grand Prix
MAG,0 days 00:01:41.701777777,3.0,2,0 days 00:01:33.537000,8.0,0,2023,Las Vegas Grand Prix
NOR,0 days 00:02:04.844500,1.0,0,0 days 00:01:34.703000,15.0,0,2023,Las Vegas Grand Prix
OCO,0 days 00:01:40.759933333,2.0,1,0 days 00:01:34.834000,16.0,0,2023,Las Vegas Grand Prix
PER,0 days 00:01:41.395630434,3.0,2,0 days 00:01:33.855000,11.0,0,2023,Las Vegas Grand Prix
PIA,0 days 00:01:41.140955555,3.0,2,0 days 00:01:34.850000,18.0,0,2023,Las Vegas Grand Prix
RIC,0 days 00:01:43.032934782,2.0,1,0 days 00:01:34.308000,14.0,0,2023,Las Vegas Grand Prix
RUS,0 days 00:01:40.396488888,3.0,2,0 days 00:01:33.112000,3.0,0,2023,Las Vegas Grand Prix
SAI,0 days 00:01:41.916956521,3.0,2,0 days 00:01:32.770000,12.0,0,2023,Las Vegas Grand Prix
SAR,0 days 00:01:41.578311111,2.0,1,0 days 00:01:33.513000,6.0,0,2023,Las Vegas Grand Prix
STR,0 days 00:01:41.584500,3.0,2,0 days 00:01:34.199000,19.0,0,2023,Las Vegas Grand Prix
TSU,0 days 00:01:45.027976744,3.0,2,0 days 00:01:36.447000,20.0,0,2023,Las Vegas Grand Prix
VER,0 days 00:01:39.957866666,3.0,2,0 days 00:01:33.104000,2.0,1,2023,Las Vegas Grand Prix
ZHO,0 days 00:01:41.774355555,2.0,1,0 days 00:01:34.849000,17.0,0,2023,Las Vegas Grand Prix
