Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
ALB,0 days 00:01:12.480914285,3.0,2,0 days 00:01:05.736000,16.0,0,2024,Austrian Grand Prix
ALO,0 days 00:01:13.006542857,4.0,3,0 days 00:01:05.639000,15.0,0,2024,Austrian Grand Prix
BOT,0 days 00:01:12.602471428,3.0,2,0 days 00:01:05.847000,18.0,0,2024,Austrian Grand Prix
GAS,0 days 00:01:12.176957746,3.0,2,0 days 00:01:05.335000,13.0,0,2024,Austrian Grand Prix
HAM,0 days 00:01:11.632957746,3.0,2,0 days 00:01:04.903000,5.0,0,2024,Austrian Grand Prix
HUL,0 days 00:01:12.068816901,3.0,2,0 days 00:01:05.262000,9.0,0,2024,Austrian Grand Prix
LEC,0 days 00:01:12.251464788,5.0,4,0 days 00:01:05.044000,6.0,0,2024,Austrian Grand Prix
MAG,0 days 00:01:12.157084507,3.0,2,0 days 00:01:05.347000,12.0,0,2024,Austrian Grand Prix
NOR,0 days 00:01:11.735218750,3.0,3,0 days 00:01:04.718000,2.0,0,2024,Austrian Grand Prix
OCO,0 days 00:01:12.269338028,3.0,2,0 days 00:01:05.274000,10.0,0,2024,Austrian Grand Prix
PER,0 days 00:01:12.077042253,3.0,2,0 days 00:01:05.144000,8.0,0,2024,Austrian Grand Prix
PIA,0 days 00:01:11.333859154,3.0,2,0 days 00:01:04.786000,7.0,0,2024,Austrian Grand Prix
RIC,0 days 00:01:12.168549295,3.0,2,0 days 00:01:05.289000,11.0,0,2024,Austrian Grand Prix
RUS,0 days 00:01:11.307014084,3.0,2,0 days 00:01:04.840000,3.0,1,2024,Austrian Grand Prix
SAI,0 days 00:01:11.370859154,3.0,2,0 days 00:01:04.851000,4.0,0,2024,Austrian Grand Prix
SAR,0 days 00:01:13.465318840,4.0,3,0 days 00:01:05.856000,19.0,0,2024,Austrian Grand Prix
STR,0 days 00:01:12.471885714,3.0,2,0 days 00:01:05.819000,17.0,0,2024,Austrian Grand Prix
TSU,0 days 00:01:12.513471428,3.0,2,0 days 00:01:05.412000,14.0,0,2024,Austrian Grand Prix
VER,0 days 00:01:11.690859154,4.0,3,0 days 00:01:04.314000,1.0,0,2024,Austrian Grand Prix
ZHO,0 days 00:01:12.966857142,3.0,2,0 days 00:01:06.061000,20.0,0,2024,Austrian Grand Prix
