Driver,avg_race_pace,max_stint,pitstops,quali_pace,grid_position,win,season,gp
ALB,0 days 00:01:28.391049180,2.0,1,0 days 00:02:03.171000,18.0,0,2022,Emilia Romagna Grand Prix
ALO,0 days 00:02:04.153166666,1.0,1,0 days 00:01:19.595000,9.0,0,2022,Emilia Romagna Grand Prix
BOT,0 days 00:01:28.431222222,2.0,1,0 days 00:01:20.192000,7.0,0,2022,Emilia Romagna Grand Prix
GAS,0 days 00:01:28.389016393,2.0,1,0 days 00:01:20.732000,17.0,0,2022,Emilia Romagna Grand Prix
HAM,0 days 00:01:29.407500,2.0,1,0 days 00:01:20.470000,14.0,0,2022,Emilia Romagna Grand Prix
LAT,0 days 00:01:28.578163934,2.0,1,0 days 00:01:21.971000,19.0,0,2022,Emilia Romagna Grand Prix
LEC,0 days 00:01:28.635841269,4.0,3,0 days 00:01:18.796000,2.0,0,2022,Emilia Romagna Grand Prix
MAG,0 days 00:01:28.940412698,2.0,1,0 days 00:01:19.902000,8.0,0,2022,Emilia Romagna Grand Prix
MSC,0 days 00:01:28.876540983,3.0,2,0 days 00:01:20.422000,10.0,0,2022,Emilia Romagna Grand Prix
NOR,0 days 00:01:28.298730158,2.0,1,0 days 00:01:19.294000,5.0,0,2022,Emilia Romagna Grand Prix
OCO,0 days 00:01:29.360338709,2.0,1,0 days 00:01:22.338000,16.0,0,2022,Emilia Romagna Grand Prix
PER,0 days 00:01:28.008142857,3.0,2,0 days 00:01:19.296000,3.0,0,2022,Emilia Romagna Grand Prix
RIC,0 days 00:01:29.187016393,4.0,3,0 days 00:01:19.980000,6.0,0,2022,Emilia Romagna Grand Prix
RUS,0 days 00:01:28.420507936,2.0,1,0 days 00:01:20.383000,11.0,0,2022,Emilia Romagna Grand Prix
STR,0 days 00:01:29.310935483,2.0,1,0 days 00:01:20.342000,15.0,0,2022,Emilia Romagna Grand Prix
TSU,0 days 00:01:28.715809523,2.0,1,0 days 00:01:20.474000,12.0,0,2022,Emilia Romagna Grand Prix
VER,0 days 00:01:27.745809523,3.0,2,0 days 00:01:18.793000,1.0,1,2022,Emilia Romagna Grand Prix
VET,0 days 00:01:28.871079365,2.0,1,0 days 00:01:19.957000,13.0,0,2022,Emilia Romagna Grand Prix
ZHO,0 days 00:01:29.538129032,2.0,1,0 days 00:01:19.730000,0.0,0,2022,Emilia Romagna Grand Prix
